minute,goalDifference,player,position,rating,team,eloTeam,keeper,keeperRating,opponent,eloOpponent,isHome,x,y,distance,angle,situation,bodyPart,xg,goal
12,-1,Jeison Murillo,D,40,Spezia,1531,Emil Audero,78,U.C Sampdoria,1565,True,5,40,5,0,regular,other,0.0,1
90,1,Victor Osimhen,F,81,Napoli,1845,Rui PatrÃ­cio,81,Roma,1733,False,72,20,74,15,assisted,right-foot,0.0005,0
52,0,Cyriel Dessers,F,73,Cremonese,1473,Andrea Consigli,80,Sassuolo,1652,True,10,24,18,57,assisted,left-foot,0.0005469322204589,0
27,0,Sandro Tonali,M,73,Milan,1845,Alex Meret,79,Napoli,1804,True,30,18,37,36,free-kick,right-foot,0.0014793872833252,0
90,0,Jhon LucumÃ­,D,27,Bologna,1591,BartÅ‚omiej DrÄ…gowski,75,Spezia,1531,False,5,25,15,71,set-piece,head,0.0018655955791473,0
55,-1,Joakim MÃ¦hle,D,55,Atalanta,1755,Alex Meret,79,Napoli,1893,True,12,28,16,45,regular,right-foot,0.0023456513881683,0
46,0,Ciro Immobile,F,87,Lazio,1738,Alex Meret,78,Napoli,1804,True,56,38,56,2,assisted,right-foot,0.0025256276130676,0
33,-1,Bruno Amione,D,35,U.C Sampdoria,1531,Pietro Terracciano,78,Fiorentina,1633,True,18,40,18,0,set-piece,head,0.0027147829532623,0
34,0,Mattia Zaccagni,F,71,Lazio,1717,Luigi Sepe,73,Salernitana,1493,True,10,41,10,5,corner,head,0.0031862556934357,0
64,0,Leo Ã˜stigÃ¥rd,D,37,Napoli,1800,Wladimiro Falcone,69,Lecce,1524,True,39,55,41,21,assisted,right-foot,0.0033022165298462,0
85,2,Marco D'Alessandro,M,60,Monza,1522,Emil Audero,78,U.C Sampdoria,1521,False,21,29,23,27,regular,right-foot,0.0036065876483917,0
90,-1,Milan ÄuriÄ‡,F,69,Hellas Verona,1594,Ciprian TÄƒtÄƒruÈ™anu,76,Milan,1835,True,1,46,6,80,corner,right-foot,0.0036778151988983,0
61,0,Charles Pickel,M,54,Cremonese,1465,Wladimiro Falcone,71,Lecce,1519,False,12,43,12,14,corner,head,0.0041888654232025,0
4,0,Lautaro MartÃ­nez,F,83,Inter,1810,Rui PatrÃ­cio,81,Roma,1733,True,15,49,17,30,set-piece,head,0.0042612850666046,0
19,0,Sergej MilinkoviÄ‡-SaviÄ‡,M,80,Lazio,1738,Lorenzo MontipÃ²,76,Hellas Verona,1622,True,11,42,11,10,corner,head,0.0043505728244781,0
64,-1,Arkadiusz Reca,M,55,Spezia,1532,Wojciech SzczÄ™sny,86,Juventus,1783,False,41,49,41,12,set-piece,right-foot,0.0046065151691437,0
25,0,Rodrigo BecÃ£o,D,32,Udinese,1632,Michele Di Gregorio,74,Monza,1516,False,14,30,17,35,set-piece,head,0.0049979984760284,0
41,0,NicolÃ² Zaniolo,M,72,Roma,1747,Vanja MilinkoviÄ‡-SaviÄ‡,74,Torino,1633,True,18,46,18,18,assisted,head,0.0050277709960938,0
57,0,Simone Verdi,F,72,Hellas Verona,1594,Luigi Sepe,73,Salernitana,1493,False,36,54,38,21,assisted,right-foot,0.0052016079425812,0
6,0,Wilfried Singo,D,56,Torino,1641,Wladimiro Falcone,74,Lecce,1579,False,9,45,10,29,assisted,head,0.0052505140192807,0
43,0,Davide Faraoni,D,72,Hellas Verona,1594,Ciprian TÄƒtÄƒruÈ™anu,76,Milan,1835,True,36,55,39,22,assisted,right-foot,0.0053607821464539,0
52,0,Matteo Darmian,D,57,Inter,1832,Åukasz Skorupski,76,Bologna,1610,False,38,42,38,3,corner,right-foot,0.0057326406240463,0
31,-1,Kaan Ayhan,D,52,Sassuolo,1654,Mattia Perin,79,Juventus,1783,False,39,58,42,24,assisted,right-foot,0.0059181451797485,0
44,1,Luca Caldirola,D,41,Monza,1522,BartÅ‚omiej DrÄ…gowski,75,Spezia,1521,True,36,19,41,30,regular,left-foot,0.0060249269008636,0
38,0,Luka JoviÄ‡,F,78,Fiorentina,1630,BartÅ‚omiej DrÄ…gowski,75,Spezia,1521,False,19,42,19,6,set-piece,head,0.0060783922672272,0
54,0,Sandi LovriÄ‡,M,62,Udinese,1632,Luigi Sepe,73,Salernitana,1486,True,28,52,30,23,set-piece,right-foot,0.0061761736869812,0
45,1,MartÃ­n Satriano,F,71,Empoli,1539,Lorenzo MontipÃ²,76,Hellas Verona,1635,True,74,33,74,5,fast-break,right-foot,0.0062389373779297,0
75,-3,Davide Frattesi,M,69,Sassuolo,1654,Mattia Perin,79,Juventus,1783,False,16,44,16,14,assisted,head,0.0062943994998932,0
79,2,Alexis Saelemaekers,M,66,Milan,1837,Marco Silvestri,79,Udinese,1632,True,27,48,28,16,corner,left-foot,0.0064771473407745,0
77,1,Dylan Bronn,D,61,Salernitana,1516,Mattia Perin,79,Juventus,1789,False,33,53,35,21,assisted,right-foot,0.0065687596797943,0
67,0,Sandi LovriÄ‡,M,62,Udinese,1651,Andrea Consigli,80,Sassuolo,1621,True,32,29,33,18,corner,right-foot,0.0066377287730575,0
78,1,Ivan RadovanoviÄ‡,D,52,Salernitana,1534,Marco Carnesecchi,75,Cremonese,1468,True,66,43,66,2,regular,right-foot,0.0067832767963409,0
61,0,Ivan IliÄ‡,M,70,Torino,1664,Guillermo Ochoa,80,Salernitana,1558,True,26,21,32,36,corner,left-foot,0.0068555399775505,0
87,0,Lorenzo Colombo,F,69,Lecce,1524,Guglielmo Vicario,78,Empoli,1539,True,16,44,16,14,corner,head,0.0069283843040466,0
36,-1,Tammy Abraham,F,80,Roma,1768,Marco Silvestri,79,Udinese,1640,False,10,43,10,16,set-piece,head,0.0070289373397827,0
35,0,Armand LaurientÃ©,M,74,Sassuolo,1648,Rui PatrÃ­cio,81,Roma,1747,True,29,32,30,15,assisted,right-foot,0.0070869028568268,0
45,1,Stephan El Shaarawy,F,75,Roma,1781,Marco Silvestri,79,Udinese,1676,True,28,25,31,28,corner,right-foot,0.0072025014087558,0
10,0,Cristian Buonaiuto,M,71,Cremonese,1468,Guglielmo Vicario,79,Empoli,1542,False,8,54,16,60,assisted,head,0.0072638690471649,0
45,-2,Tommaso Pobega,M,75,Milan,1835,Vanja MilinkoviÄ‡-SaviÄ‡,74,Torino,1615,False,32,42,32,3,assisted,left-foot,0.007317453622818,0
16,0,Yayah Kallon,F,66,Hellas Verona,1594,Rui PatrÃ­cio,81,Roma,1733,True,37,49,38,13,assisted,left-foot,0.0073955059051514,0
57,0,Thomas Henry,F,75,Hellas Verona,1635,Åukasz Skorupski,76,Bologna,1595,False,32,32,32,14,assisted,right-foot,0.0074485242366791,0
67,0,Antonio Candreva,F,78,Salernitana,1486,Marco Silvestri,79,Udinese,1632,False,40,44,40,5,assisted,right-foot,0.0074975788593292,0
89,1,Victor Osimhen,F,81,Napoli,1804,Ivan Provedel,76,Lazio,1738,False,31,43,31,5,assisted,right-foot,0.007547527551651,0
32,1,Tommaso Baldanzi,M,72,Empoli,1597,Åukasz Skorupski,76,Bologna,1692,True,34,43,34,5,corner,left-foot,0.0076346159912646,0
64,1,Filip KostiÄ‡,M,77,Juventus,1783,Rui PatrÃ­cio,81,Roma,1754,True,25,19,32,40,corner,left-foot,0.0076410174369812,0
40,-1,Filip ÄuriÄiÄ‡,M,68,U.C Sampdoria,1521,Michele Di Gregorio,75,Monza,1522,True,31,42,31,3,set-piece,right-foot,0.007761150598526,0
71,-1,Koray GÃ¼nter,D,46,Hellas Verona,1635,Juan Musso,81,Atalanta,1729,True,36,32,36,12,corner,right-foot,0.0077938437461853,0
50,1,Rasmus HÃ¸jlund,F,71,Atalanta,1756,Vanja MilinkoviÄ‡-SaviÄ‡,74,Torino,1664,False,18,11,34,58,assisted,left-foot,0.0080150067806244,0
4,0,Lautaro MartÃ­nez,F,83,Inter,1850,Mike Maignan,87,Milan,1845,False,40,39,40,1,assisted,right-foot,0.0081178247928619,0
38,1,Matteo Pessina,M,69,Monza,1645,Pierluigi Gollini,76,Napoli,1923,True,30,52,32,21,set-piece,left-foot,0.0081517985090613,0
44,0,Arkadiusz Reca,M,55,Spezia,1520,Rui PatrÃ­cio,81,Roma,1732,True,33,38,33,3,corner,left-foot,0.0081984763965011,0
10,0,Giulio Donati,D,42,Monza,1525,Ivan Provedel,78,Lazio,1728,False,35,34,35,9,corner,right-foot,0.0082060098648071,0
43,0,Davide Frattesi,M,69,Sassuolo,1652,Vanja MilinkoviÄ‡-SaviÄ‡,73,Torino,1640,False,7,53,14,61,corner,right-foot,0.0082375407218933,0
21,1,Danilo Cataldi,M,71,Lazio,1738,Alex Meret,78,Napoli,1804,True,34,29,35,17,corner,right-foot,0.008245438337326,0
90,-3,JoaquÃ­n Sosa,D,37,Bologna,1571,Wojciech SzczÄ™sny,86,Juventus,1741,False,42,23,45,22,assisted,left-foot,0.0084807276725769,0
63,-3,Armand LaurientÃ©,M,74,Sassuolo,1646,Alex Meret,79,Napoli,1845,False,40,16,46,30,assisted,right-foot,0.0085606873035431,0
85,0,Antonino Gallo,D,48,Lecce,1512,Marco Silvestri,79,Udinese,1678,False,29,35,29,9,corner,left-foot,0.0085737109184265,0
7,0,Adam MaruÅ¡iÄ‡,D,66,Lazio,1717,Marco Sportiello,75,Atalanta,1749,False,35,35,35,8,corner,right-foot,0.0086512565612793,0
39,1,Merih Demiral,D,40,Atalanta,1754,Rui PatrÃ­cio,81,Roma,1768,False,40,36,40,5,set-piece,right-foot,0.0086751282215118,0
84,-2,Mattia Destro,F,74,Empoli,1538,Juan Musso,81,Atalanta,1749,True,4,28,12,71,corner,right-foot,0.0087135434150696,0
75,-1,Sandi LovriÄ‡,M,62,Udinese,1651,Vanja MilinkoviÄ‡-SaviÄ‡,74,Torino,1628,False,28,28,30,23,corner,right-foot,0.0087526133283973,0
44,-2,Jonathan IkonÃ©,M,66,Fiorentina,1630,Ivan Provedel,78,Lazio,1717,True,8,52,14,56,assisted,head,0.0089115500450134,0
51,0,Gianluca Mancini,D,44,Roma,1747,Andrea Consigli,80,Sassuolo,1648,False,18,38,18,6,set-piece,head,0.0089223980903625,0
45,-2,Gabriel Strefezza,M,64,Lecce,1579,Vanja MilinkoviÄ‡-SaviÄ‡,74,Torino,1641,True,24,41,24,2,assisted,left-foot,0.0089591154828668,0
47,0,Hakan Ã‡alhanoÄŸlu,M,79,Inter,1842,Wojciech SzczÄ™sny,86,Juventus,1746,False,29,54,32,25,corner,right-foot,0.009024977684021,0
59,-1,Mehdi Bourabia,M,59,Spezia,1532,Wojciech SzczÄ™sny,86,Juventus,1783,False,38,36,38,6,assisted,right-foot,0.0090403258800507,0
90,0,Nemanja RadonjiÄ‡,M,71,Torino,1615,Guglielmo Vicario,78,Empoli,1538,True,7,28,13,59,set-piece,head,0.0090684592723846,0
24,0,DodÃ´,D,57,Fiorentina,1727,BartÅ‚omiej DrÄ…gowski,75,Spezia,1558,True,35,43,35,4,set-piece,right-foot,0.0090903919190168,0
24,0,DodÃ´,D,57,Fiorentina,1727,BartÅ‚omiej DrÄ…gowski,75,Spezia,1558,True,35,43,35,4,set-piece,right-foot,0.0090903919190168,0
46,-1,Emanuele Valeri,M,60,Cremonese,1465,BartÅ‚omiej DrÄ…gowski,75,Spezia,1521,False,24,24,28,33,corner,left-foot,0.0091119408607483,0
63,-1,Filippo Bandinelli,M,71,Empoli,1599,Samir HandanoviÄ‡,82,Inter,1829,True,32,36,32,7,corner,left-foot,0.0091710267588496,0
6,-1,Sandi LovriÄ‡,M,62,Udinese,1676,Francesco Bardi,72,Bologna,1666,False,29,26,32,25,assisted,right-foot,0.009196974337101,0
5,0,Paolo Ghiglione,M,50,Cremonese,1473,Andrea Consigli,80,Sassuolo,1652,True,36,45,36,7,corner,right-foot,0.0092459321022034,0
5,0,Miguel Veloso,M,69,Hellas Verona,1578,Michele Di Gregorio,75,Monza,1525,False,21,30,23,25,set-piece,right-foot,0.0092787146568298,0
80,1,Nicola Zalewski,M,58,Roma,1732,Åukasz Skorupski,76,Bologna,1607,True,31,24,34,27,corner,right-foot,0.0092960456386209,0
63,0,Daniele Verde,F,74,Spezia,1502,Lorenzo MontipÃ²,76,Hellas Verona,1578,False,67,52,68,10,regular,left-foot,0.0094344913959503,0
45,-1,Toma BaÅ¡iÄ‡,M,65,Lazio,1728,Wojciech SzczÄ™sny,86,Juventus,1746,False,33,28,35,19,corner,left-foot,0.0094824135303497,0
23,1,Antonio Sanabria,F,71,Torino,1641,Wladimiro Falcone,74,Lecce,1579,False,4,38,4,26,assisted,left-foot,0.0094906827434897,1
90,1,Nikola Moro,M,70,Bologna,1607,Marco Silvestri,79,Udinese,1668,False,29,54,32,25,corner,right-foot,0.0095447739586234,0
79,0,Gabriel Strefezza,M,66,Lecce,1582,BartÅ‚omiej DrÄ…gowski,75,Spezia,1557,True,27,22,32,33,assisted,right-foot,0.0095550706610084,0
8,0,Matteo Pessina,M,69,Monza,1576,Emil Audero,78,U.C Sampdoria,1502,True,27,26,30,27,set-piece,left-foot,0.0095568215474486,0
7,0,Joakim MÃ¦hle,D,55,Atalanta,1755,AndrÃ© Onana,82,Inter,1842,True,34,38,34,3,set-piece,right-foot,0.0095700621604919,0
9,0,Sandro Tonali,M,74,Milan,1853,BartÅ‚omiej DrÄ…gowski,75,Spezia,1557,False,32,55,35,25,assisted,right-foot,0.0097059737890959,0
20,0,Hakan Ã‡alhanoÄŸlu,M,79,Inter,1850,Wojciech SzczÄ™sny,86,Juventus,1797,True,24,15,34,46,corner,right-foot,0.0097321607172489,0
47,0,Samuele Birindelli,D,48,Monza,1522,Åukasz Skorupski,76,Bologna,1571,True,37,46,37,9,corner,right-foot,0.0097856223583221,0
90,-2,Lameck Banda,F,62,Lecce,1579,AndrÃ© Onana,83,Inter,1850,False,36,24,39,23,assisted,right-foot,0.0098034599795938,0
68,1,Jacopo Fazzini,M,50,Empoli,1599,Andrea Consigli,80,Sassuolo,1685,False,33,36,33,6,set-piece,right-foot,0.0098063396289945,0
21,-1,Manolo Gabbiadini,F,78,U.C Sampdoria,1521,Rui PatrÃ­cio,81,Roma,1733,True,33,36,33,6,set-piece,left-foot,0.0098915100097656,0
51,-1,RÃ©mi Oudin,M,70,Lecce,1530,Vanja MilinkoviÄ‡-SaviÄ‡,73,Torino,1640,False,6,25,16,68,corner,head,0.009905070066452,0
33,-1,Andreaw Gravillon,D,43,Torino,1664,Rui PatrÃ­cio,81,Roma,1781,True,27,56,31,30,regular,right-foot,0.0099231004714966,0
33,-1,Andreaw Gravillon,D,43,Torino,1664,Rui PatrÃ­cio,81,Roma,1781,True,27,56,31,30,regular,right-foot,0.0099231004714966,0
14,0,Denzel Dumfries,M,60,Inter,1850,Wladimiro Falcone,74,Lecce,1579,True,12,26,18,49,corner,head,0.0099337827414274,0
48,-1,Petar StojanoviÄ‡,M,49,Empoli,1539,BartÅ‚omiej DrÄ…gowski,75,Spezia,1532,False,33,50,34,16,corner,right-foot,0.0099651515483856,0
1,0,Antonino Gallo,D,48,Lecce,1589,Åukasz Skorupski,77,Bologna,1697,True,14,3,39,69,assisted,left-foot,0.0099747087806463,0
48,0,Lewis Ferguson,M,69,Bologna,1692,Mile Svilar,71,Roma,1813,True,35,20,40,29,regular,right-foot,0.010166456922889,0
50,-1,Daniele Montevago,F,58,U.C Sampdoria,1531,Vanja MilinkoviÄ‡-SaviÄ‡,74,Torino,1633,False,18,36,18,12,assisted,right-foot,0.010181069374084,0
29,0,Nicola Murru,D,52,U.C Sampdoria,1516,Juan Musso,81,Atalanta,1731,False,30,40,30,0,corner,left-foot,0.01018535066396,0
50,1,Patrick Ciurria,M,71,Monza,1522,Emil Audero,78,U.C Sampdoria,1521,False,37,44,37,6,corner,left-foot,0.010259658098221,0
29,0,Luis Muriel,F,81,Atalanta,1773,Lorenzo MontipÃ²,76,Hellas Verona,1617,True,34,56,37,25,set-piece,right-foot,0.01030317414552,0
81,-1,Joakim MÃ¦hle,D,55,Atalanta,1773,Wojciech SzczÄ™sny,86,Juventus,1822,True,30,47,30,13,corner,right-foot,0.010322421789169,0
8,0,Federico Di Francesco,F,68,Lecce,1579,Vanja MilinkoviÄ‡-SaviÄ‡,74,Torino,1641,True,35,17,41,33,assisted,right-foot,0.010333339683712,0
45,-2,Matteo Politano,F,77,Napoli,1932,Mike Maignan,87,Milan,1806,True,21,56,26,37,corner,left-foot,0.010368000715971,0
56,0,Denso Kasius,D,41,Bologna,1595,Lorenzo MontipÃ²,76,Hellas Verona,1635,True,31,39,31,1,corner,left-foot,0.010470598936081,0
38,-1,Mehdi Bourabia,M,59,Spezia,1532,Wojciech SzczÄ™sny,86,Juventus,1783,False,39,25,41,21,assisted,right-foot,0.010619342327118,0
29,0,Kristjan Asllani,M,60,Inter,1810,Rui PatrÃ­cio,81,Roma,1733,True,39,37,39,4,assisted,right-foot,0.01062998175621,0
81,-1,Yayah Kallon,F,66,Hellas Verona,1579,Andrea Consigli,80,Sassuolo,1685,True,29,26,32,25,corner,right-foot,0.010634113103151,0
81,-1,Yayah Kallon,F,66,Hellas Verona,1579,Andrea Consigli,80,Sassuolo,1685,True,29,26,32,25,corner,right-foot,0.010634113103151,0
45,0,Paulo Dybala,F,84,Roma,1749,Wladimiro Falcone,74,Lecce,1551,False,27,57,31,32,corner,left-foot,0.01069188117981,0
12,0,Simone Bastoni,M,56,Spezia,1531,Alex Meret,79,Napoli,1804,False,32,26,34,23,assisted,right-foot,0.010700732469559,0
76,-1,Ibrahim Sulemana,M,60,Hellas Verona,1578,Michele Di Gregorio,75,Monza,1525,False,13,31,15,34,set-piece,head,0.010711908340454,0
19,-1,Walace,M,65,Udinese,1640,Samir HandanoviÄ‡,84,Inter,1850,True,35,26,37,21,assisted,right-foot,0.010725885629654,0
90,0,Giuseppe Pezzella,M,55,Lecce,1589,Åukasz Skorupski,77,Bologna,1697,True,26,25,30,29,corner,left-foot,0.010736899450421,0
44,0,Marcelo BrozoviÄ‡,M,73,Inter,1850,Vanja MilinkoviÄ‡-SaviÄ‡,73,Torino,1640,True,35,32,35,12,set-piece,right-foot,0.010749518871307,0
78,-2,Andrea Colpani,F,61,Monza,1501,Juan Musso,81,Atalanta,1754,True,18,54,22,37,regular,left-foot,0.010778903961182,0
54,0,Paulo Dybala,F,85,Roma,1781,Nicola Ravaglia,67,U.C Sampdoria,1536,True,29,48,30,15,corner,left-foot,0.010792607441545,0
45,1,Federico Dimarco,M,71,Inter,1851,Marco Sportiello,76,Atalanta,1773,True,31,25,34,25,set-piece,right-foot,0.01081652007997,0
19,0,Federico Gatti,D,35,Juventus,1794,Marco Silvestri,79,Udinese,1661,False,14,29,17,38,corner,head,0.010817101225257,0
8,0,Alexis Blin,M,52,Lecce,1582,BartÅ‚omiej DrÄ…gowski,75,Spezia,1557,True,30,51,31,20,regular,right-foot,0.010836634784937,0
90,-2,Mattia Destro,F,74,Empoli,1538,Juan Musso,81,Atalanta,1749,True,11,41,11,5,corner,head,0.010852932929993,0
87,0,NicolÃ¡s GonzÃ¡lez,M,72,Fiorentina,1654,Guglielmo Vicario,78,Empoli,1539,False,13,50,16,37,set-piece,head,0.010873526334763,0
90,0,Sandi LovriÄ‡,M,62,Udinese,1632,Luigi Sepe,73,Salernitana,1486,True,31,47,31,12,corner,left-foot,0.010942369699478,0
62,0,Walace,M,65,Udinese,1678,Vanja MilinkoviÄ‡-SaviÄ‡,74,Torino,1615,True,32,34,32,10,regular,right-foot,0.011000752449036,0
68,-1,Manuel Locatelli,M,70,Juventus,1797,Rui PatrÃ­cio,81,Roma,1769,False,36,37,36,4,corner,right-foot,0.011009722016752,0
76,0,Sandi LovriÄ‡,M,62,Udinese,1640,Andrea Consigli,80,Sassuolo,1652,False,34,32,34,13,regular,right-foot,0.01106271147728,0
75,-2,Samuel Iling Junior,F,73,Juventus,1769,Michele Di Gregorio,76,Monza,1546,True,33,48,33,13,corner,right-foot,0.011098416522145,0
19,0,Alex Sandro,D,64,Juventus,1822,Marco Sportiello,76,Atalanta,1773,False,31,24,34,27,regular,left-foot,0.011113409884274,0
31,0,Federico Dimarco,M,64,Inter,1850,Marco Silvestri,79,Udinese,1640,False,35,40,35,0,corner,right-foot,0.011113464832306,0
34,0,Musa Barrow,F,73,Bologna,1591,Pietro Terracciano,76,Fiorentina,1661,True,15,43,15,11,corner,head,0.011178284883499,0
49,-3,Emanuel Aiwu,D,41,Cremonese,1473,Ivan Provedel,76,Lazio,1738,True,36,49,37,14,regular,left-foot,0.01124981045723,0
51,1,Alessio Romagnoli,D,39,Lazio,1717,Marco Sportiello,75,Atalanta,1749,False,34,46,34,10,corner,left-foot,0.01125168800354,0
45,0,Paolo Ghiglione,M,50,Cremonese,1475,Rui PatrÃ­cio,81,Roma,1754,False,33,53,35,21,corner,right-foot,0.011256605386734,0
16,-1,Federico Baschirotto,D,52,Lecce,1519,Rui PatrÃ­cio,81,Roma,1733,False,18,39,18,3,set-piece,head,0.01134192943573,0
16,-1,Ricardo RodrÃ­guez,D,66,Torino,1664,Rui PatrÃ­cio,81,Roma,1781,True,33,45,33,8,corner,right-foot,0.011398542672396,0
16,-1,Ricardo RodrÃ­guez,D,66,Torino,1664,Rui PatrÃ­cio,81,Roma,1781,True,33,45,33,8,corner,right-foot,0.011398542672396,0
39,1,Ruslan Malinovskyi,M,80,Atalanta,1729,Mike Maignan,87,Milan,1837,True,32,47,32,12,assisted,left-foot,0.011513262987137,0
50,0,Kelvin Amian,D,47,Spezia,1516,Marco Silvestri,79,Udinese,1651,False,30,48,31,14,regular,right-foot,0.011582306586206,0
78,0,Leandro Paredes,M,66,Juventus,1769,Marco Carnesecchi,75,Cremonese,1469,False,29,50,30,19,corner,right-foot,0.011603004299104,0
75,0,Cyril Ngonge,F,67,Hellas Verona,1552,Marco Silvestri,79,Udinese,1668,False,29,27,31,24,corner,left-foot,0.01160672865808,0
62,-1,Riccardo Orsolini,M,70,Bologna,1607,Juan Musso,81,Atalanta,1731,True,11,62,24,63,set-piece,left-foot,0.011610930785537,0
45,0,Stephan El Shaarawy,F,74,Roma,1749,Wladimiro Falcone,74,Lecce,1551,False,33,30,34,16,corner,right-foot,0.011613984592259,0
77,0,Sergej MilinkoviÄ‡-SaviÄ‡,M,80,Lazio,1723,Pietro Terracciano,79,Fiorentina,1647,True,6,58,18,71,set-piece,right-foot,0.011628213338554,0
74,0,Lewis Ferguson,M,68,Bologna,1666,Wojciech SzczÄ™sny,86,Juventus,1830,True,27,58,32,33,regular,right-foot,0.011669591069221,0
20,0,Roberto Gagliardini,M,62,Inter,1829,Samuele Perisan,63,Empoli,1599,False,34,21,38,29,assisted,right-foot,0.011795126833022,0
35,-1,Gianluca Mancini,D,44,Roma,1791,Jeroen Zoet,71,Spezia,1555,True,34,59,38,29,assisted,right-foot,0.011795126833022,0
40,0,Charalampos LykogiannÄ«s,D,67,Bologna,1607,Marco Carnesecchi,75,Cremonese,1469,True,32,19,38,33,assisted,left-foot,0.011795126833022,0
19,1,Piotr ZieliÅ„ski,M,76,Napoli,1923,Åukasz Skorupski,77,Bologna,1692,False,33,21,38,29,assisted,left-foot,0.011795126833022,0
5,0,GrÄ«gorÄ«s Kastanos,M,63,Salernitana,1606,Marco Silvestri,79,Udinese,1675,True,32,60,37,32,assisted,left-foot,0.011795126833022,0
26,1,Lorenzo Pirola,D,42,Salernitana,1606,Rui PatrÃ­cio,81,Roma,1813,False,33,21,38,29,regular,left-foot,0.011795126833022,0
5,0,Luis Alberto,M,76,Lazio,1760,Rui PatrÃ­cio,81,Roma,1769,True,37,16,44,32,assisted,right-foot,0.011795126833022,0
90,-2,ÃžÃ³rir JÃ³hann Helgason,M,59,Lecce,1579,AndrÃ© Onana,83,Inter,1850,False,34,20,39,30,assisted,right-foot,0.011795126833022,0
36,0,Mehdi Bourabia,M,59,Spezia,1539,Simone Perilli,67,Hellas Verona,1584,True,30,27,32,23,set-piece,left-foot,0.011908432468772,0
56,1,Fabiano Parisi,D,62,Empoli,1539,Lorenzo MontipÃ²,76,Hellas Verona,1635,True,30,35,30,9,corner,left-foot,0.011926770210266,0
38,-1,Valerio Verre,M,72,U.C Sampdoria,1573,Ivan Provedel,76,Lazio,1721,True,33,39,33,1,corner,right-foot,0.011964201927185,0
64,1,Thomas Henry,F,75,Hellas Verona,1622,Emil Audero,78,U.C Sampdoria,1565,True,37,35,37,7,assisted,right-foot,0.011965423822403,0
90,0,AgustÃ­n Ãlvarez,F,72,Sassuolo,1652,IonuÈ› Radu,72,Cremonese,1473,False,14,34,15,23,set-piece,head,0.011969298124313,0
12,0,Federico Dimarco,M,64,Inter,1810,Luigi Sepe,73,Salernitana,1493,True,31,42,31,3,corner,left-foot,0.011989384889603,0
42,0,Rafael LeÃ£o,F,76,Milan,1810,Guillermo Ochoa,80,Salernitana,1538,True,34,24,37,25,assisted,right-foot,0.012003509327769,0
89,0,Theo HernÃ¡ndez,D,71,Milan,1831,BartÅ‚omiej DrÄ…gowski,75,Spezia,1502,True,26,26,29,28,regular,left-foot,0.012005388736725,0
63,0,Juan Jesus,D,31,Napoli,1932,Lorenzo MontipÃ²,76,Hellas Verona,1579,True,35,30,36,15,assisted,left-foot,0.012012425810099,0
90,0,Giacomo Bonaventura,M,77,Fiorentina,1647,Michele Di Gregorio,75,Monza,1546,True,24,55,28,32,corner,right-foot,0.012041973881423,0
33,1,DuÅ¡an VlahoviÄ‡,F,84,Juventus,1747,Guillermo Ochoa,80,Salernitana,1511,False,26,17,34,41,fast-break,left-foot,0.012047410011292,0
10,0,MÃ«rgim Vojvoda,M,52,Torino,1628,Marco Silvestri,79,Udinese,1651,True,36,27,38,19,assisted,right-foot,0.012048050761223,0
75,-2,MatÃ­as Vecino,M,70,Lazio,1732,Juan Musso,81,Atalanta,1743,True,36,51,37,16,assisted,right-foot,0.012048050761223,0
53,0,Luis Alberto,M,76,Lazio,1760,Rui PatrÃ­cio,81,Roma,1769,True,36,25,39,22,assisted,right-foot,0.012048050761223,0
50,0,Leo Ã˜stigÃ¥rd,D,37,Napoli,1893,Guglielmo Vicario,79,Empoli,1542,True,17,45,17,16,corner,head,0.012067675590515,0
73,1,Juan Jesus,D,31,Napoli,1845,Åukasz Skorupski,76,Bologna,1571,True,15,34,16,21,corner,head,0.012088090181351,0
31,0,DuÅ¡an VlahoviÄ‡,F,84,Juventus,1747,Vanja MilinkoviÄ‡-SaviÄ‡,74,Torino,1628,True,34,26,36,22,assisted,left-foot,0.012108757160604,0
76,-1,Tonny Vilhena,M,71,Salernitana,1511,Lorenzo MontipÃ²,76,Hellas Verona,1574,False,35,51,36,17,assisted,left-foot,0.012108757160604,0
32,-2,Adrien Rabiot,M,74,Juventus,1822,Guglielmo Vicario,80,Empoli,1597,False,35,29,36,17,assisted,left-foot,0.012108757160604,0
22,0,Davide Calabria,D,57,Milan,1806,Samuele Perisan,63,Empoli,1599,True,33,36,33,6,set-piece,right-foot,0.01212093513459,0
22,0,Davide Calabria,D,57,Milan,1806,Samuele Perisan,63,Empoli,1599,True,33,36,33,6,set-piece,right-foot,0.01212093513459,0
62,2,Sergej MilinkoviÄ‡-SaviÄ‡,M,80,Lazio,1723,Guglielmo Vicario,80,Empoli,1562,True,36,49,37,14,assisted,right-foot,0.012144120410085,0
2,0,Federico Bonazzoli,F,73,Salernitana,1493,Ivan Provedel,78,Lazio,1717,False,30,7,44,47,assisted,left-foot,0.012146949768066,0
60,-3,Santiago AscacÃ­bar,M,48,Cremonese,1473,Ivan Provedel,76,Lazio,1738,True,32,32,32,14,corner,left-foot,0.012156128883362,0
68,-1,Eldor Shomurodov,F,73,Spezia,1558,Guillermo Ochoa,80,Salernitana,1558,True,25,23,30,34,assisted,right-foot,0.012156568467617,0
