minute,goalDifference,player,position,rating,team,eloTeam,keeper,keeperRating,opponent,eloOpponent,isHome,x,y,distance,angle,situation,bodyPart,xg,goal
11,0,Antonio Candreva,F,79,Salernitana,1546,Wladimiro Falcone,76,Lecce,1587,True,8,46,10,36,assisted,right-foot,0.092464558780193,0
14,0,Lorenzo Pirola,D,42,Salernitana,1546,Wladimiro Falcone,76,Lecce,1587,True,9,42,9,12,corner,head,0.082599550485611,0
14,0,Loum Tchaouna,F,68,Salernitana,1546,Wladimiro Falcone,76,Lecce,1587,True,11,42,11,10,corner,left-foot,0.098723828792572,0
15,0,Roberto Piccoli,F,68,Lecce,1587,Benoît Costil,72,Salernitana,1546,False,31,19,37,34,assisted,right-foot,0.015353715978563,0
17,0,Pontus Almqvist,F,65,Lecce,1587,Benoît Costil,72,Salernitana,1546,False,11,45,12,24,regular,left-foot,0.060986690223217,0
17,0,Nikola Krstović,F,73,Lecce,1587,Benoît Costil,72,Salernitana,1546,False,11,42,11,10,assisted,right-foot,0.25190785527229,0
17,0,Norbert Gyömbér,D,31,Lecce,1587,Benoît Costil,72,Salernitana,1546,False,9,40,9,0,regular,left-foot,,1
21,-1,Lorenzo Pirola,D,42,Salernitana,1546,Wladimiro Falcone,76,Lecce,1587,True,11,41,11,5,corner,head,0.057170916348696,0
24,-1,Loum Tchaouna,F,68,Salernitana,1546,Wladimiro Falcone,76,Lecce,1587,True,15,51,18,36,assisted,left-foot,0.041707269847393,0
28,1,Rémi Oudin,M,70,Lecce,1587,Benoît Costil,72,Salernitana,1546,False,30,43,30,5,assisted,right-foot,0.02977685444057,0
30,1,Pontus Almqvist,F,65,Lecce,1587,Benoît Costil,72,Salernitana,1546,False,11,37,11,15,assisted,left-foot,0.12688919901848,0
32,1,Pontus Almqvist,F,65,Lecce,1587,Benoît Costil,72,Salernitana,1546,False,30,49,31,16,assisted,left-foot,0.01983180269599,0
34,-1,Toma Bašić,M,63,Salernitana,1546,Wladimiro Falcone,76,Lecce,1587,True,24,56,28,33,free-kick,left-foot,0.063489280641079,0
42,-1,Giulio Maggiore,M,59,Salernitana,1546,Wladimiro Falcone,76,Lecce,1587,True,5,35,7,45,set-piece,left-foot,0.24132464826107,0
45,1,Marin Pongračić,D,25,Lecce,1587,Benoît Costil,72,Salernitana,1546,False,15,39,15,3,set-piece,left-foot,0.059509862214327,0
45,1,Federico Baschirotto,D,52,Lecce,1587,Benoît Costil,72,Salernitana,1546,False,6,44,7,33,corner,head,0.11035986989737,0
45,1,Nikola Krstović,F,73,Lecce,1587,Benoît Costil,72,Salernitana,1546,False,8,29,13,53,corner,right-foot,0.034052036702633,0
