,index,round,homeTeam,awayTeam,xg,goal,minute,goalDifference,player,playerID,position,rating,team,eloTeam,keeper,keeperID,keeperRating,opponent,eloOpponent,isHome,x,y,distance,angle,situation,bodyPart
6998,274,29,Stade Rennais,Toulouse,0.067972771823406,0,8,0,Zakaria Aboukhlal,856737,F,71,Toulouse,1629,Steve Mandanda,27029,79,Stade Rennais,1718,False,18,41,18,3,corner,weak-foot
6999,274,29,Stade Rennais,Toulouse,0.025120079517365,0,14,0,Stijn Spierings,788977,M,65,Toulouse,1629,Steve Mandanda,27029,79,Stade Rennais,1718,False,25,31,26,19,regular,strong-foot
7000,274,29,Stade Rennais,Toulouse,0.025084335356951,0,17,0,Désiré Doué,1154605,M,67,Stade Rennais,1718,Guillaume Restes,1154630,75,Toulouse,1629,True,10,23,19,59,regular,weak-foot
7001,274,29,Stade Rennais,Toulouse,0.047623295336962,1,20,0,Désiré Doué,1154605,M,67,Stade Rennais,1718,Guillaume Restes,1154630,75,Toulouse,1629,True,6,24,17,69,assisted,strong-foot
7002,274,29,Stade Rennais,Toulouse,0.027728488668799,1,22,-1,Cristian Cásseres Jr.,878938,M,59,Toulouse,1629,Steve Mandanda,27029,79,Stade Rennais,1718,False,26,33,26,15,assisted,strong-foot
7003,274,29,Stade Rennais,Toulouse,0.042819067835808,0,26,0,Amine Gouiri,859026,F,79,Stade Rennais,1718,Guillaume Restes,1154630,75,Toulouse,1629,True,19,33,20,20,assisted,strong-foot
7004,274,29,Stade Rennais,Toulouse,0.078753881156445,0,30,0,Benjamin Bourigeaud,324399,M,77,Stade Rennais,1718,Guillaume Restes,1154630,75,Toulouse,1629,True,16,39,16,3,regular,weak-foot
7005,274,29,Stade Rennais,Toulouse,0.051274597644806,0,31,0,Désiré Doué,1154605,M,67,Stade Rennais,1718,Guillaume Restes,1154630,75,Toulouse,1629,True,19,25,24,38,assisted,strong-foot
7006,274,29,Stade Rennais,Toulouse,0.074962273240089,1,32,0,Moussa Diarra,985262,D,30,Toulouse,1629,Steve Mandanda,27029,79,Stade Rennais,1718,False,9,28,15,53,regular,strong-foot
7007,274,29,Stade Rennais,Toulouse,0.059986528009176,0,39,-1,Arnaud Kalimuendo,954061,F,75,Stade Rennais,1718,Guillaume Restes,1154630,75,Toulouse,1629,True,13,52,17,42,assisted,strong-foot
7008,274,29,Stade Rennais,Toulouse,0.058752082288265,0,41,-1,Benjamin Bourigeaud,324399,M,77,Stade Rennais,1718,Guillaume Restes,1154630,75,Toulouse,1629,True,16,57,23,46,fast-break,strong-foot
7009,274,29,Stade Rennais,Toulouse,0.048954457044601,0,43,1,Zakaria Aboukhlal,856737,F,71,Toulouse,1629,Steve Mandanda,27029,79,Stade Rennais,1718,False,10,21,21,62,fast-break,weak-foot
7010,274,29,Stade Rennais,Toulouse,0.04142901673913,0,44,-1,Amine Gouiri,859026,F,79,Stade Rennais,1718,Guillaume Restes,1154630,75,Toulouse,1629,True,21,24,26,37,corner,strong-foot
7011,274,29,Stade Rennais,Toulouse,0.1660693436861,0,46,1,Gabriel Suazo,818986,D,57,Toulouse,1629,Steve Mandanda,27029,79,Stade Rennais,1718,False,8,37,8,20,assisted,weak-foot
7012,274,29,Stade Rennais,Toulouse,0.015353715978563,0,49,-1,Baptiste Santamaria,344751,M,66,Stade Rennais,1718,Guillaume Restes,1154630,75,Toulouse,1629,True,33,23,37,27,assisted,strong-foot
7013,274,29,Stade Rennais,Toulouse,0.049120187759399,0,50,-1,Fabian Rieder,929620,M,68,Stade Rennais,1718,Guillaume Restes,1154630,75,Toulouse,1629,True,25,41,25,2,assisted,strong-foot
7014,274,29,Stade Rennais,Toulouse,0.059633709490299,0,56,-1,Guéla Doué,1002033,D,32,Stade Rennais,1718,Guillaume Restes,1154630,75,Toulouse,1629,True,8,58,19,66,assisted,strong-foot
7015,274,29,Stade Rennais,Toulouse,0.023405455052853,0,63,1,Rasmus Nicolaisen,798124,D,40,Toulouse,1629,Steve Mandanda,27029,79,Stade Rennais,1718,False,4,29,11,70,corner,head
7016,274,29,Stade Rennais,Toulouse,0.03376230224967,0,69,1,Aron Dønnum,863133,M,62,Toulouse,1629,Steve Mandanda,27029,79,Stade Rennais,1718,False,12,56,20,53,assisted,strong-foot
7017,274,29,Stade Rennais,Toulouse,0.0087677799165249,0,70,1,Rasmus Nicolaisen,798124,D,40,Toulouse,1629,Steve Mandanda,27029,79,Stade Rennais,1718,False,9,26,16,57,corner,head
7018,274,29,Stade Rennais,Toulouse,0.095812492072582,0,70,-1,Arnaud Kalimuendo,954061,F,75,Stade Rennais,1718,Guillaume Restes,1154630,75,Toulouse,1629,True,9,47,11,37,assisted,strong-foot
7019,274,29,Stade Rennais,Toulouse,0.021819777786732,0,72,-1,Désiré Doué,1154605,M,67,Stade Rennais,1718,Guillaume Restes,1154630,75,Toulouse,1629,True,29,52,31,22,assisted,strong-foot
7020,274,29,Stade Rennais,Toulouse,0.056617420166731,0,74,-1,Bertuğ Yıldırım,1382235,F,62,Stade Rennais,1718,Guillaume Restes,1154630,75,Toulouse,1629,True,15,40,15,0,assisted,head
7021,274,29,Stade Rennais,Toulouse,0.029034545645118,0,78,-1,Guéla Doué,1002033,D,32,Stade Rennais,1718,Guillaume Restes,1154630,75,Toulouse,1629,True,27,56,31,30,assisted,strong-foot
7022,274,29,Stade Rennais,Toulouse,0.058285929262638,0,78,-1,Guéla Doué,1002033,D,32,Stade Rennais,1718,Guillaume Restes,1154630,75,Toulouse,1629,True,5,48,9,57,corner,head
7023,274,29,Stade Rennais,Toulouse,0.089250423014164,0,90,-1,Warmed Omari,999030,D,33,Stade Rennais,1718,Guillaume Restes,1154630,75,Toulouse,1629,True,10,42,10,11,set-piece,head
7024,274,29,Stade Rennais,Toulouse,0.019555658102036,0,90,-1,Bertuğ Yıldırım,1382235,F,62,Stade Rennais,1718,Guillaume Restes,1154630,75,Toulouse,1629,True,9,50,13,48,assisted,head
7025,275,29,Stade Rennais,Toulouse,0.056094460189342,0,3,0,Arnaud Kalimuendo,954061,F,75,Stade Rennais,1718,Guillaume Restes,1154630,75,Toulouse,1629,True,10,53,16,52,assisted,strong-foot
7026,275,29,Stade Rennais,Toulouse,0.060465861111879,0,7,0,Thijs Dallinga,905381,F,74,Toulouse,1629,Steve Mandanda,27029,79,Stade Rennais,1718,False,6,51,12,61,assisted,strong-foot
7027,275,29,Stade Rennais,Toulouse,0.067972771823406,0,8,0,Zakaria Aboukhlal,856737,F,71,Toulouse,1629,Steve Mandanda,27029,79,Stade Rennais,1718,False,18,41,18,3,corner,weak-foot
7028,275,29,Stade Rennais,Toulouse,0.025120079517365,0,14,0,Stijn Spierings,788977,M,65,Toulouse,1629,Steve Mandanda,27029,79,Stade Rennais,1718,False,25,31,26,19,regular,strong-foot
7029,275,29,Stade Rennais,Toulouse,0.025084335356951,0,17,0,Désiré Doué,1154605,M,67,Stade Rennais,1718,Guillaume Restes,1154630,75,Toulouse,1629,True,10,23,19,59,regular,weak-foot
7030,275,29,Stade Rennais,Toulouse,0.047623295336962,1,20,0,Désiré Doué,1154605,M,67,Stade Rennais,1718,Guillaume Restes,1154630,75,Toulouse,1629,True,6,24,17,69,assisted,strong-foot
7031,275,29,Stade Rennais,Toulouse,0.027728488668799,1,22,-1,Cristian Cásseres Jr.,878938,M,59,Toulouse,1629,Steve Mandanda,27029,79,Stade Rennais,1718,False,26,33,26,15,assisted,strong-foot
7032,275,29,Stade Rennais,Toulouse,0.042819067835808,0,26,0,Amine Gouiri,859026,F,79,Stade Rennais,1718,Guillaume Restes,1154630,75,Toulouse,1629,True,19,33,20,20,assisted,strong-foot
7033,275,29,Stade Rennais,Toulouse,0.078753881156445,0,30,0,Benjamin Bourigeaud,324399,M,77,Stade Rennais,1718,Guillaume Restes,1154630,75,Toulouse,1629,True,16,39,16,3,regular,weak-foot
7034,275,29,Stade Rennais,Toulouse,0.051274597644806,0,31,0,Désiré Doué,1154605,M,67,Stade Rennais,1718,Guillaume Restes,1154630,75,Toulouse,1629,True,19,25,24,38,assisted,strong-foot
7035,275,29,Stade Rennais,Toulouse,0.074962273240089,1,32,0,Moussa Diarra,985262,D,30,Toulouse,1629,Steve Mandanda,27029,79,Stade Rennais,1718,False,9,28,15,53,regular,strong-foot
7036,275,29,Stade Rennais,Toulouse,0.059986528009176,0,39,-1,Arnaud Kalimuendo,954061,F,75,Stade Rennais,1718,Guillaume Restes,1154630,75,Toulouse,1629,True,13,52,17,42,assisted,strong-foot
7037,275,29,Stade Rennais,Toulouse,0.058752082288265,0,41,-1,Benjamin Bourigeaud,324399,M,77,Stade Rennais,1718,Guillaume Restes,1154630,75,Toulouse,1629,True,16,57,23,46,fast-break,strong-foot
7038,275,29,Stade Rennais,Toulouse,0.048954457044601,0,43,1,Zakaria Aboukhlal,856737,F,71,Toulouse,1629,Steve Mandanda,27029,79,Stade Rennais,1718,False,10,21,21,62,fast-break,weak-foot
7039,275,29,Stade Rennais,Toulouse,0.04142901673913,0,44,-1,Amine Gouiri,859026,F,79,Stade Rennais,1718,Guillaume Restes,1154630,75,Toulouse,1629,True,21,24,26,37,corner,strong-foot
7040,275,29,Stade Rennais,Toulouse,0.1660693436861,0,46,1,Gabriel Suazo,818986,D,57,Toulouse,1629,Steve Mandanda,27029,79,Stade Rennais,1718,False,8,37,8,20,assisted,weak-foot
7041,275,29,Stade Rennais,Toulouse,0.015353715978563,0,49,-1,Baptiste Santamaria,344751,M,66,Stade Rennais,1718,Guillaume Restes,1154630,75,Toulouse,1629,True,33,23,37,27,assisted,strong-foot
7042,275,29,Stade Rennais,Toulouse,0.049120187759399,0,50,-1,Fabian Rieder,929620,M,68,Stade Rennais,1718,Guillaume Restes,1154630,75,Toulouse,1629,True,25,41,25,2,assisted,strong-foot
7043,275,29,Stade Rennais,Toulouse,0.059633709490299,0,56,-1,Guéla Doué,1002033,D,32,Stade Rennais,1718,Guillaume Restes,1154630,75,Toulouse,1629,True,8,58,19,66,assisted,strong-foot
7044,275,29,Stade Rennais,Toulouse,0.023405455052853,0,63,1,Rasmus Nicolaisen,798124,D,40,Toulouse,1629,Steve Mandanda,27029,79,Stade Rennais,1718,False,4,29,11,70,corner,head
7045,275,29,Stade Rennais,Toulouse,0.03376230224967,0,69,1,Aron Dønnum,863133,M,62,Toulouse,1629,Steve Mandanda,27029,79,Stade Rennais,1718,False,12,56,20,53,assisted,strong-foot
7046,275,29,Stade Rennais,Toulouse,0.0087677799165249,0,70,1,Rasmus Nicolaisen,798124,D,40,Toulouse,1629,Steve Mandanda,27029,79,Stade Rennais,1718,False,9,26,16,57,corner,head
7047,275,29,Stade Rennais,Toulouse,0.095812492072582,0,70,-1,Arnaud Kalimuendo,954061,F,75,Stade Rennais,1718,Guillaume Restes,1154630,75,Toulouse,1629,True,9,47,11,37,assisted,strong-foot
7048,275,29,Stade Rennais,Toulouse,0.021819777786732,0,72,-1,Désiré Doué,1154605,M,67,Stade Rennais,1718,Guillaume Restes,1154630,75,Toulouse,1629,True,29,52,31,22,assisted,strong-foot
7049,275,29,Stade Rennais,Toulouse,0.056617420166731,0,74,-1,Bertuğ Yıldırım,1382235,F,62,Stade Rennais,1718,Guillaume Restes,1154630,75,Toulouse,1629,True,15,40,15,0,assisted,head
7050,275,29,Stade Rennais,Toulouse,0.029034545645118,0,78,-1,Guéla Doué,1002033,D,32,Stade Rennais,1718,Guillaume Restes,1154630,75,Toulouse,1629,True,27,56,31,30,assisted,strong-foot
7051,275,29,Stade Rennais,Toulouse,0.058285929262638,0,78,-1,Guéla Doué,1002033,D,32,Stade Rennais,1718,Guillaume Restes,1154630,75,Toulouse,1629,True,5,48,9,57,corner,head
7052,275,29,Stade Rennais,Toulouse,0.089250423014164,0,90,-1,Warmed Omari,999030,D,33,Stade Rennais,1718,Guillaume Restes,1154630,75,Toulouse,1629,True,10,42,10,11,set-piece,head
7053,275,29,Stade Rennais,Toulouse,0.019555658102036,0,90,-1,Bertuğ Yıldırım,1382235,F,62,Stade Rennais,1718,Guillaume Restes,1154630,75,Toulouse,1629,True,9,50,13,48,assisted,head
7054,276,29,Clermont Foot,Montpellier,0.19004385173321,0,10,0,Alan Virginius,1048014,F,58,Clermont Foot,1545,Benjamin Lecomte,123207,77,Montpellier,1632,True,14,37,14,12,fast-break,weak-foot
7055,276,29,Clermont Foot,Montpellier,0.087562203407288,0,12,0,Arnaud Nordin,848458,M,69,Montpellier,1632,Mory Diaw,580226,75,Clermont Foot,1545,False,10,37,10,16,assisted,other
7056,276,29,Clermont Foot,Montpellier,0.086669132113457,0,13,0,Teji Savanier,156682,M,76,Montpellier,1632,Mory Diaw,580226,75,Clermont Foot,1545,False,14,37,14,12,assisted,head
7057,276,29,Clermont Foot,Montpellier,0.03668998926878,0,18,0,Arnaud Nordin,848458,M,69,Montpellier,1632,Mory Diaw,580226,75,Clermont Foot,1545,False,16,48,17,26,set-piece,strong-foot
7058,276,29,Clermont Foot,Montpellier,0.083180539309978,0,18,0,Modibo Sagnan,904759,D,31,Montpellier,1632,Mory Diaw,580226,75,Clermont Foot,1545,False,11,42,11,10,set-piece,strong-foot
7059,276,29,Clermont Foot,Montpellier,0.037010721862316,0,25,0,Akor Adams,946381,F,73,Montpellier,1632,Mory Diaw,580226,75,Clermont Foot,1545,False,15,23,22,48,assisted,strong-foot
7060,276,29,Clermont Foot,Montpellier,0.076771475374699,0,29,0,Elbasan Rashani,113409,M,64,Clermont Foot,1545,Benjamin Lecomte,123207,77,Montpellier,1632,True,11,29,15,45,assisted,strong-foot
7061,276,29,Clermont Foot,Montpellier,0.059693649411201,0,32,0,Teji Savanier,156682,M,76,Montpellier,1632,Mory Diaw,580226,75,Clermont Foot,1545,False,22,35,22,12,assisted,strong-foot
7062,276,29,Clermont Foot,Montpellier,0.027790050953627,0,33,0,Tanguy Coulibaly,954060,M,59,Montpellier,1632,Mory Diaw,580226,75,Clermont Foot,1545,False,16,27,20,39,assisted,strong-foot
7063,276,29,Clermont Foot,Montpellier,0.084414534270763,0,41,0,Bećir Omeragić,940918,D,38,Montpellier,1632,Mory Diaw,580226,75,Clermont Foot,1545,False,9,43,9,18,set-piece,head
7064,276,29,Clermont Foot,Montpellier,0.059351250529289,0,43,0,Arnaud Nordin,848458,M,69,Montpellier,1632,Mory Diaw,580226,75,Clermont Foot,1545,False,24,39,24,2,fast-break,strong-foot
7065,276,29,Clermont Foot,Montpellier,0.037439253181219,0,44,0,Modibo Sagnan,904759,D,31,Montpellier,1632,Mory Diaw,580226,75,Clermont Foot,1545,False,12,41,12,4,corner,head
7066,276,29,Clermont Foot,Montpellier,0.7884,1,45,0,Muhammed Cham-Saračević,958901,M,66,Clermont Foot,1545,Benjamin Lecomte,123207,77,Montpellier,1632,True,13,40,13,0,penalty,strong-foot
7067,276,29,Clermont Foot,Montpellier,0.10171629488468,0,49,-1,Akor Adams,946381,F,73,Montpellier,1632,Mory Diaw,580226,75,Clermont Foot,1545,False,6,35,7,39,corner,head
7068,276,29,Clermont Foot,Montpellier,0.019106576219201,0,51,1,Mehdi Zeffane,217770,M,61,Clermont Foot,1545,Benjamin Lecomte,123207,77,Montpellier,1632,True,4,52,12,71,corner,strong-foot
7069,276,29,Clermont Foot,Montpellier,0.090008929371834,0,52,1,Elbasan Rashani,113409,M,64,Clermont Foot,1545,Benjamin Lecomte,123207,77,Montpellier,1632,True,12,39,12,4,set-piece,strong-foot
7070,276,29,Clermont Foot,Montpellier,0.63591867685318,1,56,-1,Tanguy Coulibaly,954060,M,59,Montpellier,1632,Mory Diaw,580226,75,Clermont Foot,1545,False,5,37,5,30,assisted,strong-foot
7071,276,29,Clermont Foot,Montpellier,0.033239163458347,0,71,0,Habib Keita,1082953,M,56,Clermont Foot,1545,Benjamin Lecomte,123207,77,Montpellier,1632,True,16,23,23,46,assisted,strong-foot
7072,276,29,Clermont Foot,Montpellier,0.043893951922655,0,74,0,Akor Adams,946381,F,73,Montpellier,1632,Mory Diaw,580226,75,Clermont Foot,1545,False,12,51,16,42,assisted,strong-foot
7073,276,29,Clermont Foot,Montpellier,0.026056714355946,0,85,0,Jérémie Bela,282917,M,63,Clermont Foot,1545,Benjamin Lecomte,123207,77,Montpellier,1632,True,28,43,28,6,set-piece,weak-foot
7074,276,29,Clermont Foot,Montpellier,0.042591370642185,0,90,0,Wahbi Khazri,51640,F,75,Montpellier,1632,Mory Diaw,580226,75,Clermont Foot,1545,False,21,25,25,35,assisted,strong-foot
7075,276,29,Clermont Foot,Montpellier,0.11436727643013,0,90,0,Grejohn Kyei,581146,F,69,Clermont Foot,1545,Benjamin Lecomte,123207,77,Montpellier,1632,True,19,44,19,11,assisted,strong-foot
7076,276,29,Clermont Foot,Montpellier,0.04109938070178,0,90,0,Grejohn Kyei,581146,F,69,Clermont Foot,1545,Benjamin Lecomte,123207,77,Montpellier,1632,True,22,45,22,12,assisted,weak-foot
7077,276,29,Clermont Foot,Montpellier,0.11538078635931,0,90,0,Bilal Boutobba,769163,M,68,Clermont Foot,1545,Benjamin Lecomte,123207,77,Montpellier,1632,True,3,46,6,63,corner,head
7078,277,29,Clermont Foot,Montpellier,0.19004385173321,0,10,0,Alan Virginius,1048014,F,58,Clermont Foot,1545,Benjamin Lecomte,123207,77,Montpellier,1632,True,14,37,14,12,fast-break,weak-foot
7079,277,29,Clermont Foot,Montpellier,0.087562203407288,0,12,0,Arnaud Nordin,848458,M,69,Montpellier,1632,Mory Diaw,580226,75,Clermont Foot,1545,False,10,37,10,16,assisted,other
7080,277,29,Clermont Foot,Montpellier,0.086669132113457,0,13,0,Teji Savanier,156682,M,76,Montpellier,1632,Mory Diaw,580226,75,Clermont Foot,1545,False,14,37,14,12,assisted,head
7081,277,29,Clermont Foot,Montpellier,0.03668998926878,0,18,0,Arnaud Nordin,848458,M,69,Montpellier,1632,Mory Diaw,580226,75,Clermont Foot,1545,False,16,48,17,26,set-piece,strong-foot
7082,277,29,Clermont Foot,Montpellier,0.083180539309978,0,18,0,Modibo Sagnan,904759,D,31,Montpellier,1632,Mory Diaw,580226,75,Clermont Foot,1545,False,11,42,11,10,set-piece,strong-foot
7083,277,29,Clermont Foot,Montpellier,0.037010721862316,0,25,0,Akor Adams,946381,F,73,Montpellier,1632,Mory Diaw,580226,75,Clermont Foot,1545,False,15,23,22,48,assisted,strong-foot
7084,277,29,Clermont Foot,Montpellier,0.076771475374699,0,29,0,Elbasan Rashani,113409,M,64,Clermont Foot,1545,Benjamin Lecomte,123207,77,Montpellier,1632,True,11,29,15,45,assisted,strong-foot
7085,277,29,Clermont Foot,Montpellier,0.059693649411201,0,32,0,Teji Savanier,156682,M,76,Montpellier,1632,Mory Diaw,580226,75,Clermont Foot,1545,False,22,35,22,12,assisted,strong-foot
7086,277,29,Clermont Foot,Montpellier,0.027790050953627,0,33,0,Tanguy Coulibaly,954060,M,59,Montpellier,1632,Mory Diaw,580226,75,Clermont Foot,1545,False,16,27,20,39,assisted,strong-foot
7087,277,29,Clermont Foot,Montpellier,0.084414534270763,0,41,0,Bećir Omeragić,940918,D,38,Montpellier,1632,Mory Diaw,580226,75,Clermont Foot,1545,False,9,43,9,18,set-piece,head
7088,277,29,Clermont Foot,Montpellier,0.059351250529289,0,43,0,Arnaud Nordin,848458,M,69,Montpellier,1632,Mory Diaw,580226,75,Clermont Foot,1545,False,24,39,24,2,fast-break,strong-foot
7089,277,29,Clermont Foot,Montpellier,0.037439253181219,0,44,0,Modibo Sagnan,904759,D,31,Montpellier,1632,Mory Diaw,580226,75,Clermont Foot,1545,False,12,41,12,4,corner,head
7090,277,29,Clermont Foot,Montpellier,0.7884,1,45,0,Muhammed Cham-Saračević,958901,M,66,Clermont Foot,1545,Benjamin Lecomte,123207,77,Montpellier,1632,True,13,40,13,0,penalty,strong-foot
7091,277,29,Clermont Foot,Montpellier,0.10171629488468,0,49,-1,Akor Adams,946381,F,73,Montpellier,1632,Mory Diaw,580226,75,Clermont Foot,1545,False,6,35,7,39,corner,head
7092,277,29,Clermont Foot,Montpellier,0.019106576219201,0,51,1,Mehdi Zeffane,217770,M,61,Clermont Foot,1545,Benjamin Lecomte,123207,77,Montpellier,1632,True,4,52,12,71,corner,strong-foot
7093,277,29,Clermont Foot,Montpellier,0.090008929371834,0,52,1,Elbasan Rashani,113409,M,64,Clermont Foot,1545,Benjamin Lecomte,123207,77,Montpellier,1632,True,12,39,12,4,set-piece,strong-foot
7094,277,29,Clermont Foot,Montpellier,0.63591867685318,1,56,-1,Tanguy Coulibaly,954060,M,59,Montpellier,1632,Mory Diaw,580226,75,Clermont Foot,1545,False,5,37,5,30,assisted,strong-foot
7095,277,29,Clermont Foot,Montpellier,0.033239163458347,0,71,0,Habib Keita,1082953,M,56,Clermont Foot,1545,Benjamin Lecomte,123207,77,Montpellier,1632,True,16,23,23,46,assisted,strong-foot
7096,277,29,Clermont Foot,Montpellier,0.043893951922655,0,74,0,Akor Adams,946381,F,73,Montpellier,1632,Mory Diaw,580226,75,Clermont Foot,1545,False,12,51,16,42,assisted,strong-foot
7097,277,29,Clermont Foot,Montpellier,0.026056714355946,0,85,0,Jérémie Bela,282917,M,63,Clermont Foot,1545,Benjamin Lecomte,123207,77,Montpellier,1632,True,28,43,28,6,set-piece,weak-foot
7098,277,29,Clermont Foot,Montpellier,0.042591370642185,0,90,0,Wahbi Khazri,51640,F,75,Montpellier,1632,Mory Diaw,580226,75,Clermont Foot,1545,False,21,25,25,35,assisted,strong-foot
7099,277,29,Clermont Foot,Montpellier,0.11436727643013,0,90,0,Grejohn Kyei,581146,F,69,Clermont Foot,1545,Benjamin Lecomte,123207,77,Montpellier,1632,True,19,44,19,11,assisted,strong-foot
7100,277,29,Clermont Foot,Montpellier,0.04109938070178,0,90,0,Grejohn Kyei,581146,F,69,Clermont Foot,1545,Benjamin Lecomte,123207,77,Montpellier,1632,True,22,45,22,12,assisted,weak-foot
7101,277,29,Clermont Foot,Montpellier,0.11538078635931,0,90,0,Bilal Boutobba,769163,M,68,Clermont Foot,1545,Benjamin Lecomte,123207,77,Montpellier,1632,True,3,46,6,63,corner,head
7102,278,29,Le Havre,Nantes,0.013681066222489,0,11,0,André Ayew,27035,F,71,Le Havre,1542,Alban Lafont,826201,77,Nantes,1551,True,14,50,17,35,assisted,head
7103,278,29,Le Havre,Nantes,0.075335539877415,0,16,0,Arouna Sangante,1035988,D,33,Le Havre,1542,Alban Lafont,826201,77,Nantes,1551,True,11,42,11,10,corner,head
7104,278,29,Le Havre,Nantes,0.18451215326786,0,18,0,Emmanuel Sabbi,880765,F,64,Le Havre,1542,Alban Lafont,826201,77,Nantes,1551,True,2,47,7,74,assisted,weak-foot
7105,278,29,Le Havre,Nantes,0.021525770425797,0,20,0,Matthis Abline,999070,F,70,Nantes,1551,Arthur Desmas,798306,74,Le Havre,1542,False,27,23,31,32,assisted,strong-foot
7106,278,29,Le Havre,Nantes,0.029885688796639,0,35,0,Florent Mollet,234230,M,72,Nantes,1551,Arthur Desmas,798306,74,Le Havre,1542,False,29,33,29,13,assisted,weak-foot
7107,278,29,Le Havre,Nantes,0.085946552455425,0,36,0,Mostafa Mohamed,873551,F,74,Nantes,1551,Arthur Desmas,798306,74,Le Havre,1542,False,13,51,17,40,assisted,strong-foot
7108,278,29,Le Havre,Nantes,0.029504323378205,0,37,0,Jean-Charles Castelletto,191204,D,31,Nantes,1551,Arthur Desmas,798306,74,Le Havre,1542,False,10,33,12,34,corner,head
7109,278,29,Le Havre,Nantes,0.09365925937891,0,42,0,Matthis Abline,999070,F,70,Nantes,1551,Arthur Desmas,798306,74,Le Havre,1542,False,22,41,22,2,assisted,strong-foot
7110,278,29,Le Havre,Nantes,0.10055790841579,0,43,0,Mostafa Mohamed,873551,F,74,Nantes,1551,Arthur Desmas,798306,74,Le Havre,1542,False,9,41,9,6,corner,head
7111,278,29,Le Havre,Nantes,0.044002931565046,0,45,0,Christopher Operi,858977,D,61,Le Havre,1542,Alban Lafont,826201,77,Nantes,1551,True,34,49,35,14,free-kick,strong-foot
7112,278,29,Le Havre,Nantes,0.010590036399662,0,45,0,Mostafa Mohamed,873551,F,74,Nantes,1551,Arthur Desmas,798306,74,Le Havre,1542,False,11,58,21,58,set-piece,strong-foot
7113,278,29,Le Havre,Nantes,0.029004637151957,0,53,0,Josué Casimir,1035986,F,66,Le Havre,1542,Alban Lafont,826201,77,Nantes,1551,True,9,22,20,63,assisted,strong-foot
7114,278,29,Le Havre,Nantes,0.040803760290146,0,58,0,Matthis Abline,999070,F,70,Nantes,1551,Arthur Desmas,798306,74,Le Havre,1542,False,30,45,30,9,assisted,strong-foot
7115,278,29,Le Havre,Nantes,0.050934504717588,0,68,0,Abdoulaye Touré,149732,M,55,Le Havre,1542,Alban Lafont,826201,77,Nantes,1551,True,25,44,25,9,set-piece,strong-foot
7116,278,29,Le Havre,Nantes,0.18981371819973,0,68,0,Matthis Abline,999070,F,70,Nantes,1551,Arthur Desmas,798306,74,Le Havre,1542,False,12,57,20,54,assisted,strong-foot
7117,278,29,Le Havre,Nantes,0.034462068229914,0,73,0,Florent Mollet,234230,M,72,Nantes,1551,Arthur Desmas,798306,74,Le Havre,1542,False,29,23,33,30,fast-break,strong-foot
7118,278,29,Le Havre,Nantes,0.036555651575327,0,77,0,Daler Kuzyaev,541426,M,67,Le Havre,1542,Alban Lafont,826201,77,Nantes,1551,True,16,38,16,7,corner,strong-foot
7119,278,29,Le Havre,Nantes,0.12573504447937,0,78,0,André Ayew,27035,F,71,Le Havre,1542,Alban Lafont,826201,77,Nantes,1551,True,21,40,21,0,assisted,strong-foot
7120,278,29,Le Havre,Nantes,0.35112172365189,0,85,0,André Ayew,27035,F,71,Le Havre,1542,Alban Lafont,826201,77,Nantes,1551,True,12,37,12,14,fast-break,strong-foot
7121,278,29,Le Havre,Nantes,0.52106618881226,0,89,0,Mohamed Bayo,909318,F,74,Le Havre,1542,Alban Lafont,826201,77,Nantes,1551,True,5,40,5,0,fast-break,strong-foot
7122,278,29,Le Havre,Nantes,0.095824390649796,0,90,0,Douglas Augusto,809034,M,68,Nantes,1551,Arthur Desmas,798306,74,Le Havre,1542,False,19,39,19,3,set-piece,strong-foot
7123,278,29,Le Havre,Nantes,0.056952100247145,1,90,0,Abdoul Kader Bamba,938270,F,58,Nantes,1551,Arthur Desmas,798306,74,Le Havre,1542,False,25,33,25,15,assisted,strong-foot
7124,279,29,Le Havre,Nantes,0.013681066222489,0,11,0,André Ayew,27035,F,71,Le Havre,1542,Alban Lafont,826201,77,Nantes,1551,True,14,50,17,35,assisted,head
7125,279,29,Le Havre,Nantes,0.075335539877415,0,16,0,Arouna Sangante,1035988,D,33,Le Havre,1542,Alban Lafont,826201,77,Nantes,1551,True,11,42,11,10,corner,head
7126,279,29,Le Havre,Nantes,0.18451215326786,0,18,0,Emmanuel Sabbi,880765,F,64,Le Havre,1542,Alban Lafont,826201,77,Nantes,1551,True,2,47,7,74,assisted,weak-foot
7127,279,29,Le Havre,Nantes,0.021525770425797,0,20,0,Matthis Abline,999070,F,70,Nantes,1551,Arthur Desmas,798306,74,Le Havre,1542,False,27,23,31,32,assisted,strong-foot
7128,279,29,Le Havre,Nantes,0.029885688796639,0,35,0,Florent Mollet,234230,M,72,Nantes,1551,Arthur Desmas,798306,74,Le Havre,1542,False,29,33,29,13,assisted,weak-foot
7129,279,29,Le Havre,Nantes,0.085946552455425,0,36,0,Mostafa Mohamed,873551,F,74,Nantes,1551,Arthur Desmas,798306,74,Le Havre,1542,False,13,51,17,40,assisted,strong-foot
7130,279,29,Le Havre,Nantes,0.029504323378205,0,37,0,Jean-Charles Castelletto,191204,D,31,Nantes,1551,Arthur Desmas,798306,74,Le Havre,1542,False,10,33,12,34,corner,head
