,index,round,homeTeam,awayTeam,xg,goal,minute,goalDifference,player,playerID,position,rating,team,eloTeam,keeper,keeperID,keeperRating,opponent,eloOpponent,isHome,x,y,distance,angle,situation,bodyPart
0,0,1,Olympique Lyonnais,Ajaccio,0.070945531129837,0,7,0,Lucas Paquetá,839981,M,77,Olympique Lyonnais,1735,Benjamin Leroy,80392,73,Ajaccio,1497,True,14,27,19,42,assisted,strong-foot
1,0,1,Olympique Lyonnais,Ajaccio,0.018060654401779,0,7,0,Tetê,980327,M,71,Olympique Lyonnais,1735,Benjamin Leroy,80392,73,Ajaccio,1497,True,29,64,37,39,corner,strong-foot
2,0,1,Olympique Lyonnais,Ajaccio,0.099687099456787,1,12,0,Tetê,980327,M,71,Olympique Lyonnais,1735,Benjamin Leroy,80392,73,Ajaccio,1497,True,17,42,17,6,assisted,strong-foot
3,0,1,Olympique Lyonnais,Ajaccio,0.033068716526031,0,18,-1,Riad Nouri,74061,M,72,Ajaccio,1497,Anthony Lopes,48535,82,Olympique Lyonnais,1735,False,6,29,12,61,assisted,head
4,0,1,Olympique Lyonnais,Ajaccio,0.7884,1,22,1,Alexandre Lacazette,50070,F,81,Olympique Lyonnais,1735,Benjamin Leroy,80392,73,Ajaccio,1497,True,13,40,13,0,penalty,strong-foot
5,0,1,Olympique Lyonnais,Ajaccio,0.7884,1,31,-2,Thomas Mangani,14142,M,68,Ajaccio,1497,Anthony Lopes,48535,82,Olympique Lyonnais,1735,False,13,40,13,0,penalty,strong-foot
6,0,1,Olympique Lyonnais,Ajaccio,0.080022841691971,0,32,-1,Thomas Mangani,14142,M,68,Ajaccio,1497,Anthony Lopes,48535,82,Olympique Lyonnais,1735,False,25,42,25,4,regular,weak-foot
7,0,1,Olympique Lyonnais,Ajaccio,0.02527067065239,0,41,1,Malo Gusto,996958,D,48,Olympique Lyonnais,1735,Benjamin Leroy,80392,73,Ajaccio,1497,True,17,59,25,48,assisted,weak-foot
8,0,1,Olympique Lyonnais,Ajaccio,0.19328406453133,0,42,-1,Romain Hamouma,74139,F,74,Ajaccio,1497,Anthony Lopes,48535,82,Olympique Lyonnais,1735,False,24,30,26,22,fast-break,weak-foot
9,0,1,Olympique Lyonnais,Ajaccio,0.011573106050491,0,56,1,Alexandre Lacazette,50070,F,81,Olympique Lyonnais,1735,Benjamin Leroy,80392,73,Ajaccio,1497,True,40,19,45,27,assisted,strong-foot
10,0,1,Olympique Lyonnais,Ajaccio,0.21351662278175,0,59,-1,Riad Nouri,74061,M,72,Ajaccio,1497,Anthony Lopes,48535,82,Olympique Lyonnais,1735,False,17,45,17,16,assisted,weak-foot
11,0,1,Olympique Lyonnais,Ajaccio,0.020645320415497,0,60,-1,Mounaim El Idrissy,960007,F,68,Ajaccio,1497,Anthony Lopes,48535,82,Olympique Lyonnais,1735,False,8,60,21,68,regular,strong-foot
12,0,1,Olympique Lyonnais,Ajaccio,0.022069156169891,0,62,1,Nicolás Tagliafico,158243,D,54,Olympique Lyonnais,1735,Benjamin Leroy,80392,73,Ajaccio,1497,True,12,28,16,45,regular,strong-foot
13,0,1,Olympique Lyonnais,Ajaccio,0.055280566215515,0,66,1,Tetê,980327,M,71,Olympique Lyonnais,1735,Benjamin Leroy,80392,73,Ajaccio,1497,True,28,49,29,17,regular,strong-foot
14,0,1,Olympique Lyonnais,Ajaccio,0.027477860450745,0,70,1,Johann Lepenant,963299,M,42,Olympique Lyonnais,1735,Benjamin Leroy,80392,73,Ajaccio,1497,True,29,55,32,27,corner,strong-foot
15,0,1,Olympique Lyonnais,Ajaccio,0.097078233957291,0,73,-1,Bevic Moussiti Oko,806520,F,69,Ajaccio,1497,Anthony Lopes,48535,82,Olympique Lyonnais,1735,False,10,40,10,0,corner,head
16,0,1,Olympique Lyonnais,Ajaccio,0.062352359294891,0,77,-1,Yanis Cimignani,1049523,M,66,Ajaccio,1497,Anthony Lopes,48535,82,Olympique Lyonnais,1735,False,16,39,16,3,assisted,strong-foot
17,0,1,Olympique Lyonnais,Ajaccio,0.089062422513962,0,86,1,Bradley Barcola,996952,F,61,Olympique Lyonnais,1735,Benjamin Leroy,80392,73,Ajaccio,1497,True,6,29,12,61,assisted,weak-foot
18,0,1,Olympique Lyonnais,Ajaccio,0.12904497981071,0,90,1,Rayan Cherki,979128,M,65,Olympique Lyonnais,1735,Benjamin Leroy,80392,73,Ajaccio,1497,True,23,43,23,7,assisted,weak-foot
19,1,1,Clermont Foot,Paris Saint-Germain,0.049031525850296,0,2,0,Komnen Andrić,314138,F,67,Clermont Foot,1511,Gianluigi Donnarumma,824509,88,Paris Saint-Germain,1858,True,13,44,13,17,assisted,head
20,1,1,Clermont Foot,Paris Saint-Germain,0.16087645292282,0,7,0,Neymar,124712,M,82,Paris Saint-Germain,1858,Mory Diaw,580226,69,Clermont Foot,1511,False,10,39,10,5,assisted,weak-foot
21,1,1,Clermont Foot,Paris Saint-Germain,0.11364004015923,1,9,0,Neymar,124712,M,82,Paris Saint-Germain,1858,Mory Diaw,580226,69,Clermont Foot,1511,False,18,43,18,9,assisted,weak-foot
22,1,1,Clermont Foot,Paris Saint-Germain,0.071820139884949,0,14,-1,Muhammed Cham-Saračević,958901,M,52,Clermont Foot,1511,Gianluigi Donnarumma,824509,88,Paris Saint-Germain,1858,True,31,42,31,3,free-kick,strong-foot
23,1,1,Clermont Foot,Paris Saint-Germain,0.086390256881714,0,18,1,Vitinha,902029,M,13,Paris Saint-Germain,1858,Mory Diaw,580226,69,Clermont Foot,1511,False,22,39,22,2,regular,strong-foot
24,1,1,Clermont Foot,Paris Saint-Germain,0.030245810747147,0,22,-1,Maxime Gonalons,82555,M,60,Clermont Foot,1511,Gianluigi Donnarumma,824509,88,Paris Saint-Germain,1858,True,29,29,31,20,regular,strong-foot
25,1,1,Clermont Foot,Paris Saint-Germain,0.31466490030289,1,26,1,Achraf Hakimi,814594,D,74,Paris Saint-Germain,1858,Mory Diaw,580226,69,Clermont Foot,1511,False,12,51,16,42,fast-break,strong-foot
26,1,1,Clermont Foot,Paris Saint-Germain,0.11943051218987,0,29,2,Sergio Ramos,10710,D,69,Paris Saint-Germain,1858,Mory Diaw,580226,69,Clermont Foot,1511,False,8,32,11,45,corner,head
27,1,1,Clermont Foot,Paris Saint-Germain,0.10008805990219,0,30,2,Marquinhos,155995,D,54,Paris Saint-Germain,1858,Mory Diaw,580226,69,Clermont Foot,1511,False,7,34,9,40,corner,strong-foot
28,1,1,Clermont Foot,Paris Saint-Germain,0.13432240486145,0,37,2,Nuno Mendes,989768,D,56,Paris Saint-Germain,1858,Mory Diaw,580226,69,Clermont Foot,1511,False,15,27,19,40,assisted,weak-foot
29,1,1,Clermont Foot,Paris Saint-Germain,0.34603664278984,1,38,2,Marquinhos,155995,D,54,Paris Saint-Germain,1858,Mory Diaw,580226,69,Clermont Foot,1511,False,8,40,8,0,set-piece,head
30,1,1,Clermont Foot,Paris Saint-Germain,0.19935718178749,0,45,3,Lionel Messi,12994,F,88,Paris Saint-Germain,1858,Mory Diaw,580226,69,Clermont Foot,1511,False,9,32,12,41,regular,strong-foot
31,1,1,Clermont Foot,Paris Saint-Germain,0.11641585826874,0,50,3,Lionel Messi,12994,F,88,Paris Saint-Germain,1858,Mory Diaw,580226,69,Clermont Foot,1511,False,25,43,25,6,free-kick,strong-foot
32,1,1,Clermont Foot,Paris Saint-Germain,0.034716367721558,0,50,-3,Jim Allevinah,988632,M,69,Clermont Foot,1511,Gianluigi Donnarumma,824509,88,Paris Saint-Germain,1858,True,27,33,27,14,regular,strong-foot
33,1,1,Clermont Foot,Paris Saint-Germain,0.042624473571777,0,53,-3,Komnen Andrić,314138,F,67,Clermont Foot,1511,Gianluigi Donnarumma,824509,88,Paris Saint-Germain,1858,True,23,39,23,2,regular,weak-foot
34,1,1,Clermont Foot,Paris Saint-Germain,0.31365928053856,0,54,3,Presnel Kimpembe,352916,D,42,Paris Saint-Germain,1858,Mory Diaw,580226,69,Clermont Foot,1511,False,6,45,7,39,set-piece,head
35,1,1,Clermont Foot,Paris Saint-Germain,0.05297002196312,0,58,-3,Neto Borges,920008,D,48,Clermont Foot,1511,Gianluigi Donnarumma,824509,88,Paris Saint-Germain,1858,True,22,21,29,40,assisted,strong-foot
36,1,1,Clermont Foot,Paris Saint-Germain,0.031580567359924,0,65,-3,Muhammed Cham-Saračević,958901,M,52,Clermont Foot,1511,Gianluigi Donnarumma,824509,88,Paris Saint-Germain,1858,True,23,47,24,16,assisted,weak-foot
37,1,1,Clermont Foot,Paris Saint-Germain,0.10065281391144,0,69,3,Lionel Messi,12994,F,88,Paris Saint-Germain,1858,Mory Diaw,580226,69,Clermont Foot,1511,False,12,32,14,33,assisted,strong-foot
38,1,1,Clermont Foot,Paris Saint-Germain,0.062592595815659,0,77,3,Nuno Mendes,989768,D,56,Paris Saint-Germain,1858,Mory Diaw,580226,69,Clermont Foot,1511,False,6,34,8,45,assisted,head
39,1,1,Clermont Foot,Paris Saint-Germain,0.46453922986984,1,80,3,Lionel Messi,12994,F,88,Paris Saint-Germain,1858,Mory Diaw,580226,69,Clermont Foot,1511,False,10,37,10,16,fast-break,strong-foot
40,1,1,Clermont Foot,Paris Saint-Germain,0.04485547542572,0,84,4,Hugo Ekitiké,1048422,F,74,Paris Saint-Germain,1858,Mory Diaw,580226,69,Clermont Foot,1511,False,31,39,31,1,assisted,strong-foot
41,1,1,Clermont Foot,Paris Saint-Germain,0.38889384269714,1,86,4,Lionel Messi,12994,F,88,Paris Saint-Germain,1858,Mory Diaw,580226,69,Clermont Foot,1511,False,10,39,10,5,assisted,strong-foot
42,1,1,Clermont Foot,Paris Saint-Germain,0.3544562458992,0,87,5,Juan Bernat,96368,D,63,Paris Saint-Germain,1858,Mory Diaw,580226,69,Clermont Foot,1511,False,8,26,16,60,assisted,strong-foot
43,1,1,Clermont Foot,Paris Saint-Germain,0.08343893289566,0,90,5,Lionel Messi,12994,F,88,Paris Saint-Germain,1858,Mory Diaw,580226,69,Clermont Foot,1511,False,15,26,20,43,regular,strong-foot
44,2,1,RC Strasbourg,AS Monaco,0.019941031932831,0,5,0,Sanjin Prcić,94822,M,59,RC Strasbourg,1667,Alexander Nübel,584722,78,AS Monaco,1746,True,34,46,34,10,assisted,strong-foot
45,2,1,RC Strasbourg,AS Monaco,0.018884807825089,0,12,0,Jean Lucas,927975,M,68,AS Monaco,1746,Matz Sels,78152,79,RC Strasbourg,1667,False,38,40,38,0,assisted,strong-foot
46,2,1,RC Strasbourg,AS Monaco,0.044058680534363,0,13,0,Axel Disasi,827243,D,28,AS Monaco,1746,Matz Sels,78152,79,RC Strasbourg,1667,False,9,45,10,29,corner,head
47,2,1,RC Strasbourg,AS Monaco,0.053433150053024,0,21,0,Dimitri Liénard,365358,M,69,RC Strasbourg,1667,Alexander Nübel,584722,78,AS Monaco,1746,True,20,21,27,43,assisted,weak-foot
48,2,1,RC Strasbourg,AS Monaco,0.012857764959335,0,23,0,Dimitri Liénard,365358,M,69,RC Strasbourg,1667,Alexander Nübel,584722,78,AS Monaco,1746,True,11,27,17,49,assisted,head
49,2,1,RC Strasbourg,AS Monaco,0.020436644554138,0,26,0,Breel Embolo,352296,F,74,AS Monaco,1746,Matz Sels,78152,79,RC Strasbourg,1667,False,20,30,22,26,assisted,strong-foot
50,2,1,RC Strasbourg,AS Monaco,0.057342529296875,0,28,0,Breel Embolo,352296,F,74,AS Monaco,1746,Matz Sels,78152,79,RC Strasbourg,1667,False,14,45,14,19,set-piece,strong-foot
51,2,1,RC Strasbourg,AS Monaco,0.15711662173271,0,28,0,Krépin Diatta,873534,M,69,AS Monaco,1746,Matz Sels,78152,79,RC Strasbourg,1667,False,9,42,9,12,set-piece,weak-foot
52,2,1,RC Strasbourg,AS Monaco,0.097326308488846,0,28,0,Breel Embolo,352296,F,74,AS Monaco,1746,Matz Sels,78152,79,RC Strasbourg,1667,False,9,49,12,45,set-piece,strong-foot
53,2,1,RC Strasbourg,AS Monaco,0.020875751972198,0,29,0,Ismail Jakobs,897291,D,57,AS Monaco,1746,Matz Sels,78152,79,RC Strasbourg,1667,False,23,31,24,21,corner,weak-foot
54,2,1,RC Strasbourg,AS Monaco,0.10956403613091,0,30,0,Ludovic Ajorque,343971,F,78,RC Strasbourg,1667,Alexander Nübel,584722,78,AS Monaco,1746,True,8,45,9,32,corner,head
55,2,1,RC Strasbourg,AS Monaco,0.071865230798721,0,35,0,Gelson Martins,364618,M,69,AS Monaco,1746,Matz Sels,78152,79,RC Strasbourg,1667,False,4,46,7,56,regular,strong-foot
56,2,1,RC Strasbourg,AS Monaco,0.043432801961899,0,38,0,Ludovic Ajorque,343971,F,78,RC Strasbourg,1667,Alexander Nübel,584722,78,AS Monaco,1746,True,33,42,33,3,regular,strong-foot
57,2,1,RC Strasbourg,AS Monaco,0.1116918027401,0,40,0,Sofiane Diop,944164,M,71,AS Monaco,1746,Matz Sels,78152,79,RC Strasbourg,1667,False,19,30,21,27,assisted,weak-foot
58,2,1,RC Strasbourg,AS Monaco,0.024231910705566,1,43,0,Krépin Diatta,873534,M,69,AS Monaco,1746,Matz Sels,78152,79,RC Strasbourg,1667,False,24,48,25,18,corner,strong-foot
59,2,1,RC Strasbourg,AS Monaco,0.033684134483337,0,45,-1,Habib Diallo,802159,F,76,RC Strasbourg,1667,Alexander Nübel,584722,78,AS Monaco,1746,True,6,32,10,53,assisted,weak-foot
60,2,1,RC Strasbourg,AS Monaco,0.061212837696075,0,47,1,Gelson Martins,364618,M,69,AS Monaco,1746,Matz Sels,78152,79,RC Strasbourg,1667,False,21,34,21,15,assisted,strong-foot
61,2,1,RC Strasbourg,AS Monaco,0.13205161690712,0,48,-1,Ludovic Ajorque,343971,F,78,RC Strasbourg,1667,Alexander Nübel,584722,78,AS Monaco,1746,True,15,46,16,21,assisted,strong-foot
62,2,1,RC Strasbourg,AS Monaco,0.037431061267853,0,48,1,Krépin Diatta,873534,M,69,AS Monaco,1746,Matz Sels,78152,79,RC Strasbourg,1667,False,6,52,13,63,regular,weak-foot
63,2,1,RC Strasbourg,AS Monaco,0.0090745389461517,0,48,1,Krépin Diatta,873534,M,69,AS Monaco,1746,Matz Sels,78152,79,RC Strasbourg,1667,False,12,53,17,47,assisted,strong-foot
64,2,1,RC Strasbourg,AS Monaco,0.89666068553925,1,53,1,Sofiane Diop,944164,M,71,AS Monaco,1746,Matz Sels,78152,79,RC Strasbourg,1667,False,2,39,2,26,regular,strong-foot
65,2,1,RC Strasbourg,AS Monaco,0.2714387178421,0,61,2,Jean Lucas,927975,M,68,AS Monaco,1746,Matz Sels,78152,79,RC Strasbourg,1667,False,11,26,17,51,assisted,strong-foot
66,2,1,RC Strasbourg,AS Monaco,0.05088797211647,0,63,2,Breel Embolo,352296,F,74,AS Monaco,1746,Matz Sels,78152,79,RC Strasbourg,1667,False,16,29,19,34,assisted,strong-foot
67,2,1,RC Strasbourg,AS Monaco,0.043993920087814,0,65,2,Gelson Martins,364618,M,69,AS Monaco,1746,Matz Sels,78152,79,RC Strasbourg,1667,False,24,28,26,26,assisted,strong-foot
68,2,1,RC Strasbourg,AS Monaco,0.1106950044632,1,65,-2,Habib Diallo,802159,F,76,RC Strasbourg,1667,Alexander Nübel,584722,78,AS Monaco,1746,True,11,37,11,15,assisted,head
69,2,1,RC Strasbourg,AS Monaco,0.01417937874794,0,73,1,Youssouf Fofana,945062,M,65,AS Monaco,1746,Matz Sels,78152,79,RC Strasbourg,1667,False,4,62,22,79,regular,strong-foot
70,2,1,RC Strasbourg,AS Monaco,0.097793698310852,0,74,1,Jean Lucas,927975,M,68,AS Monaco,1746,Matz Sels,78152,79,RC Strasbourg,1667,False,23,36,23,9,assisted,strong-foot
71,2,1,RC Strasbourg,AS Monaco,0.28411245346069,0,76,1,Breel Embolo,352296,F,74,AS Monaco,1746,Matz Sels,78152,79,RC Strasbourg,1667,False,7,41,7,8,set-piece,strong-foot
72,2,1,RC Strasbourg,AS Monaco,0.05409637093544,0,79,1,Jean Lucas,927975,M,68,AS Monaco,1746,Matz Sels,78152,79,RC Strasbourg,1667,False,7,48,10,48,fast-break,strong-foot
73,2,1,RC Strasbourg,AS Monaco,0.029226005077362,0,80,1,Youssouf Fofana,945062,M,65,AS Monaco,1746,Matz Sels,78152,79,RC Strasbourg,1667,False,38,39,38,1,free-kick,strong-foot
74,2,1,RC Strasbourg,AS Monaco,0.17040345072746,0,82,1,Vanderson,1090694,D,61,AS Monaco,1746,Matz Sels,78152,79,RC Strasbourg,1667,False,13,52,17,42,assisted,strong-foot
75,2,1,RC Strasbourg,AS Monaco,0.17581006884575,0,85,1,Maghnes Akliouche,1130939,M,56,AS Monaco,1746,Matz Sels,78152,79,RC Strasbourg,1667,False,8,34,10,36,assisted,head
76,2,1,RC Strasbourg,AS Monaco,0.080445200204849,0,90,-1,Sanjin Prcić,94822,M,59,RC Strasbourg,1667,Alexander Nübel,584722,78,AS Monaco,1746,True,25,24,29,32,free-kick,strong-foot
77,2,1,RC Strasbourg,AS Monaco,0.03127533197403,0,90,-1,Adrien Thomasson,231946,M,71,RC Strasbourg,1667,Alexander Nübel,584722,78,AS Monaco,1746,True,7,45,8,35,assisted,weak-foot
78,2,1,RC Strasbourg,AS Monaco,0.17846783995628,0,90,-1,Gerzino Nyamsi,901470,D,32,RC Strasbourg,1667,Alexander Nübel,584722,78,AS Monaco,1746,True,7,41,7,8,assisted,weak-foot
79,3,1,Angers,Nantes,0.11333310604095,0,3,0,Pierrick Capelle,209768,M,71,Angers,1544,Alban Lafont,826201,80,Nantes,1630,True,15,52,19,38,assisted,strong-foot
80,3,1,Angers,Nantes,0.021113932132721,0,3,0,Pierrick Capelle,209768,M,71,Angers,1544,Alban Lafont,826201,80,Nantes,1630,True,20,28,23,30,corner,strong-foot
81,3,1,Angers,Nantes,0.078100979328156,0,5,0,Andrei Girotto,794836,D,66,Nantes,1630,Paul Bernardoni,361314,76,Angers,1544,False,10,40,10,0,corner,head
82,3,1,Angers,Nantes,0.04201152920723,0,18,0,Adrien Hunou,283083,M,68,Angers,1544,Alban Lafont,826201,80,Nantes,1630,True,20,49,21,24,assisted,weak-foot
83,3,1,Angers,Nantes,0.2137411236763,0,21,0,Adrien Hunou,283083,M,68,Angers,1544,Alban Lafont,826201,80,Nantes,1630,True,13,46,14,24,assisted,strong-foot
84,3,1,Angers,Nantes,0.03057187795639,0,21,0,Azzedine Ounahi,991421,M,60,Angers,1544,Alban Lafont,826201,80,Nantes,1630,True,33,31,34,15,assisted,strong-foot
85,3,1,Angers,Nantes,0.14020970463753,0,24,0,Azzedine Ounahi,991421,M,60,Angers,1544,Alban Lafont,826201,80,Nantes,1630,True,21,42,21,5,assisted,strong-foot
86,3,1,Angers,Nantes,0.25523072481155,0,28,0,Evann Guessand,930245,F,69,Nantes,1630,Paul Bernardoni,361314,76,Angers,1544,False,8,36,8,26,corner,strong-foot
87,3,1,Angers,Nantes,0.1949402987957,0,29,0,Moses Simon,330051,F,70,Nantes,1630,Paul Bernardoni,361314,76,Angers,1544,False,10,40,10,0,assisted,head
88,3,1,Angers,Nantes,0.028317630290985,0,33,0,Adrien Hunou,283083,M,68,Angers,1544,Alban Lafont,826201,80,Nantes,1630,True,21,20,29,43,assisted,strong-foot
89,3,1,Angers,Nantes,0.059155344963074,0,36,0,Loïs Diony,294641,F,73,Angers,1544,Alban Lafont,826201,80,Nantes,1630,True,8,25,17,61,assisted,weak-foot
90,3,1,Angers,Nantes,0.05980372428894,0,45,0,Azzedine Ounahi,991421,M,60,Angers,1544,Alban Lafont,826201,80,Nantes,1630,True,25,46,25,13,regular,strong-foot
91,3,1,Angers,Nantes,0.058173269033432,0,46,0,Ludovic Blas,806076,M,76,Nantes,1630,Paul Bernardoni,361314,76,Angers,1544,False,18,50,20,29,assisted,strong-foot
92,3,1,Angers,Nantes,0.068156361579895,0,47,0,Ludovic Blas,806076,M,76,Nantes,1630,Paul Bernardoni,361314,76,Angers,1544,False,19,39,19,3,assisted,strong-foot
93,3,1,Angers,Nantes,0.12746778130531,0,50,0,Azzedine Ounahi,991421,M,60,Angers,1544,Alban Lafont,826201,80,Nantes,1630,True,10,38,10,11,assisted,strong-foot
94,3,1,Angers,Nantes,0.037516534328461,0,57,0,Quentin Merlin,1102502,D,58,Nantes,1630,Paul Bernardoni,361314,76,Angers,1544,False,22,20,29,42,assisted,weak-foot
95,3,1,Angers,Nantes,0.11172384023666,0,59,0,Ludovic Blas,806076,M,76,Nantes,1630,Paul Bernardoni,361314,76,Angers,1544,False,28,34,28,12,assisted,strong-foot
96,3,1,Angers,Nantes,0.058138698339462,0,60,0,Pedro Chirivella,799216,M,53,Nantes,1630,Paul Bernardoni,361314,76,Angers,1544,False,24,42,24,4,corner,strong-foot
97,3,1,Angers,Nantes,0.37761279940605,0,60,0,Evann Guessand,930245,F,69,Nantes,1630,Paul Bernardoni,361314,76,Angers,1544,False,9,36,9,23,corner,strong-foot
98,3,1,Angers,Nantes,0.13319906592369,0,67,0,Marcus Coco,785418,M,66,Nantes,1630,Paul Bernardoni,361314,76,Angers,1544,False,13,47,14,28,assisted,strong-foot
99,3,1,Angers,Nantes,0.095135092735291,0,69,0,Ludovic Blas,806076,M,76,Nantes,1630,Paul Bernardoni,361314,76,Angers,1544,False,11,30,14,42,assisted,strong-foot
100,3,1,Angers,Nantes,0.048752337694168,0,69,0,Evann Guessand,930245,F,69,Nantes,1630,Paul Bernardoni,361314,76,Angers,1544,False,4,51,11,70,regular,strong-foot
101,3,1,Angers,Nantes,0.095019608736038,0,70,0,Andrei Girotto,794836,D,66,Nantes,1630,Paul Bernardoni,361314,76,Angers,1544,False,8,46,10,36,corner,head
102,3,1,Angers,Nantes,0.078053742647171,0,72,0,Azzedine Ounahi,991421,M,60,Angers,1544,Alban Lafont,826201,80,Nantes,1630,True,16,43,16,10,assisted,strong-foot
103,3,1,Angers,Nantes,0.067060232162476,0,74,0,Adrien Hunou,283083,M,68,Angers,1544,Alban Lafont,826201,80,Nantes,1630,True,6,32,10,53,regular,weak-foot
104,3,1,Angers,Nantes,0.034208327531815,0,80,0,Andrei Girotto,794836,D,66,Nantes,1630,Paul Bernardoni,361314,76,Angers,1544,False,28,25,31,28,free-kick,strong-foot
105,3,1,Angers,Nantes,0.053059220314026,0,83,0,Marin Jakoliš,319149,M,63,Angers,1544,Alban Lafont,826201,80,Nantes,1630,True,5,50,11,63,assisted,strong-foot
106,3,1,Angers,Nantes,0.068249523639679,0,87,0,Marin Jakoliš,319149,M,63,Angers,1544,Alban Lafont,826201,80,Nantes,1630,True,18,46,18,18,assisted,weak-foot
107,3,1,Angers,Nantes,0.18398740887642,0,89,0,Adrien Hunou,283083,M,68,Angers,1544,Alban Lafont,826201,80,Nantes,1630,True,7,38,7,15,corner,strong-foot
108,3,1,Angers,Nantes,0.3146960735321,0,89,0,Waniss Taibi,1002623,M,49,Angers,1544,Alban Lafont,826201,80,Nantes,1630,True,6,45,7,39,corner,weak-foot
109,4,1,Lille,Auxerre,0.05863818526268,1,1,0,Benjamin André,51665,M,63,Lille,1696,Benoît Costil,26965,75,Auxerre,1520,True,28,40,28,0,assisted,strong-foot
110,4,1,Lille,Auxerre,0.13668113946915,1,3,1,Jonathan David,935564,F,78,Lille,1696,Benoît Costil,26965,75,Auxerre,1520,True,9,54,16,57,assisted,weak-foot
111,4,1,Lille,Auxerre,0.064626961946487,0,13,2,Jonathan David,935564,F,78,Lille,1696,Benoît Costil,26965,75,Auxerre,1520,True,31,37,31,5,assisted,weak-foot
112,4,1,Lille,Auxerre,0.037928104400635,0,23,2,Jonathan Bamba,595576,F,70,Lille,1696,Benoît Costil,26965,75,Auxerre,1520,True,22,17,31,46,assisted,strong-foot
113,4,1,Lille,Auxerre,0.17196500301361,0,26,2,Jonathan David,935564,F,78,Lille,1696,Benoît Costil,26965,75,Auxerre,1520,True,15,33,16,25,assisted,weak-foot
114,4,1,Lille,Auxerre,0.0068192481994629,0,30,-2,Hamza Sakhi,340547,M,65,Auxerre,1520,Léo Jardim,595598,73,Lille,1696,False,18,43,18,9,set-piece,head
115,4,1,Lille,Auxerre,0.046659231185913,0,33,2,Rémy Cabella,72998,M,69,Lille,1696,Benoît Costil,26965,75,Auxerre,1520,True,21,63,31,47,free-kick,strong-foot
116,4,1,Lille,Auxerre,0.02986016869545,0,33,2,Angel Gomes,867441,M,69,Lille,1696,Benoît Costil,26965,75,Auxerre,1520,True,28,45,28,10,set-piece,strong-foot
117,4,1,Lille,Auxerre,0.049329251050949,0,37,-2,Jubal,329195,D,34,Auxerre,1520,Léo Jardim,595598,73,Lille,1696,False,12,32,14,33,set-piece,head
118,4,1,Lille,Auxerre,0.13354766368866,0,38,2,Angel Gomes,867441,M,69,Lille,1696,Benoît Costil,26965,75,Auxerre,1520,True,26,40,26,0,assisted,strong-foot
119,4,1,Lille,Auxerre,0.18544906377792,1,39,2,Jonathan David,935564,F,78,Lille,1696,Benoît Costil,26965,75,Auxerre,1520,True,16,41,16,3,assisted,weak-foot
120,4,1,Lille,Auxerre,0.054521471261978,0,43,3,Angel Gomes,867441,M,69,Lille,1696,Benoît Costil,26965,75,Auxerre,1520,True,27,31,28,18,regular,strong-foot
121,4,1,Lille,Auxerre,0.2679135799408,0,51,3,Jonathan David,935564,F,78,Lille,1696,Benoît Costil,26965,75,Auxerre,1520,True,20,37,20,8,assisted,weak-foot
122,4,1,Lille,Auxerre,0.070737540721893,0,53,-3,Gaëtan Charbonnier,44213,F,74,Auxerre,1520,Léo Jardim,595598,73,Lille,1696,False,20,45,20,14,assisted,strong-foot
123,4,1,Lille,Auxerre,0.020238816738129,0,55,-3,Birama Touré,246507,M,52,Auxerre,1520,Léo Jardim,595598,73,Lille,1696,False,17,32,18,25,corner,strong-foot
124,4,1,Lille,Auxerre,0.1098620891571,0,63,3,Jonathan David,935564,F,78,Lille,1696,Benoît Costil,26965,75,Auxerre,1520,True,21,46,21,15,assisted,weak-foot
125,4,1,Lille,Auxerre,0.62048983573914,0,63,3,Jonathan David,935564,F,78,Lille,1696,Benoît Costil,26965,75,Auxerre,1520,True,4,36,5,45,assisted,weak-foot
126,4,1,Lille,Auxerre,0.11161690950394,1,64,3,Akim Zedadka,558524,D,54,Lille,1696,Benoît Costil,26965,75,Auxerre,1520,True,11,51,15,45,assisted,strong-foot
127,4,1,Lille,Auxerre,0.099169760942459,0,67,-4,Mathias Autret,101451,M,69,Auxerre,1520,Léo Jardim,595598,73,Lille,1696,False,12,34,13,26,assisted,weak-foot
128,4,1,Lille,Auxerre,0.083266258239746,1,68,-4,Gaëtan Charbonnier,44213,F,74,Auxerre,1520,Léo Jardim,595598,73,Lille,1696,False,18,41,18,3,assisted,strong-foot
129,4,1,Lille,Auxerre,0.13198310136795,0,74,-3,Gauthier Hein,842391,M,67,Auxerre,1520,Léo Jardim,595598,73,Lille,1696,False,18,48,19,23,assisted,weak-foot
130,4,1,Lille,Auxerre,0.3062270283699,0,82,3,Mohamed Bayo,909318,F,75,Lille,1696,Benoît Costil,26965,75,Auxerre,1520,True,2,49,9,77,fast-break,strong-foot
131,4,1,Lille,Auxerre,0.047105044126511,0,83,-3,Gaëtan Perrin,827506,M,65,Auxerre,1520,Léo Jardim,595598,73,Lille,1696,False,24,40,24,0,assisted,weak-foot
132,4,1,Lille,Auxerre,0.061187505722046,0,86,-3,Lassine Sinayoko,927005,F,63,Auxerre,1520,Léo Jardim,595598,73,Lille,1696,False,8,54,16,60,assisted,strong-foot
133,4,1,Lille,Auxerre,0.034542709589005,0,88,3,Yusuf Yazıcı,827804,M,75,Lille,1696,Benoît Costil,26965,75,Auxerre,1520,True,14,33,15,26,assisted,strong-foot
