,game,round,week,date,home_team,away_team,home_score,away_score,game_id
267,2025-03-02 Roma-Como,27,27,2025-03-02 14:00:00+00:00,Roma,Como,,,12501596
268,2025-03-02 Udinese-Parma,27,27,2025-03-02 14:00:00+00:00,Udinese,Parma,,,12501591
269,2025-03-09 Cagliari-Genoa,28,28,2025-03-09 14:00:00+00:00,Cagliari,Genoa,,,12501595
270,2025-03-09 Como-Venezia,28,28,2025-03-09 14:00:00+00:00,Como,Venezia,,,12501598
271,2025-03-09 Empoli-Roma,28,28,2025-03-09 14:00:00+00:00,Empoli,Roma,,,12501597
272,2025-03-09 Hellas Verona-Bologna,28,28,2025-03-09 14:00:00+00:00,Hellas Verona,Bologna,,,12504381
273,2025-03-09 Inter-Monza,28,28,2025-03-09 14:00:00+00:00,Inter,Monza,,,12504372
274,2025-03-09 Juventus-Atalanta,28,28,2025-03-09 14:00:00+00:00,Juventus,Atalanta,,,12504369
275,2025-03-09 Lazio-Udinese,28,28,2025-03-09 14:00:00+00:00,Lazio,Udinese,,,12504365
276,2025-03-09 Lecce-Milan,28,28,2025-03-09 14:00:00+00:00,Lecce,Milan,,,12504370
277,2025-03-09 Napoli-Fiorentina,28,28,2025-03-09 14:00:00+00:00,Napoli,Fiorentina,,,12504373
278,2025-03-09 Parma-Torino,28,28,2025-03-09 14:00:00+00:00,Parma,Torino,,,12504368
279,2025-03-16 Atalanta-Inter,29,29,2025-03-16 14:00:00+00:00,Atalanta,Inter,,,12504364
280,2025-03-16 Bologna-Lazio,29,29,2025-03-16 14:00:00+00:00,Bologna,Lazio,,,12504366
281,2025-03-16 Fiorentina-Juventus,29,29,2025-03-16 14:00:00+00:00,Fiorentina,Juventus,,,12504363
282,2025-03-16 Genoa-Lecce,29,29,2025-03-16 14:00:00+00:00,Genoa,Lecce,,,12504360
283,2025-03-16 Milan-Como,29,29,2025-03-16 14:00:00+00:00,Milan,Como,,,12504356
284,2025-03-16 Monza-Parma,29,29,2025-03-16 14:00:00+00:00,Monza,Parma,,,12504361
285,2025-03-16 Roma-Cagliari,29,29,2025-03-16 14:00:00+00:00,Roma,Cagliari,,,12504352
286,2025-03-16 Torino-Empoli,29,29,2025-03-16 14:00:00+00:00,Torino,Empoli,,,12504359
287,2025-03-16 Udinese-Hellas Verona,29,29,2025-03-16 14:00:00+00:00,Udinese,Hellas Verona,,,12504358
288,2025-03-16 Venezia-Napoli,29,29,2025-03-16 14:00:00+00:00,Venezia,Napoli,,,12504357
289,2025-03-30 Cagliari-Monza,30,30,2025-03-30 13:00:00+00:00,Cagliari,Monza,,,12504355
290,2025-03-30 Como-Empoli,30,30,2025-03-30 13:00:00+00:00,Como,Empoli,,,12504354
291,2025-03-30 Fiorentina-Atalanta,30,30,2025-03-30 13:00:00+00:00,Fiorentina,Atalanta,,,12504362
292,2025-03-30 Hellas Verona-Parma,30,30,2025-03-30 13:00:00+00:00,Hellas Verona,Parma,,,12504347
293,2025-03-30 Inter-Udinese,30,30,2025-03-30 13:00:00+00:00,Inter,Udinese,,,12504351
294,2025-03-30 Juventus-Genoa,30,30,2025-03-30 13:00:00+00:00,Juventus,Genoa,,,12504349
295,2025-03-30 Lazio-Torino,30,30,2025-03-30 13:00:00+00:00,Lazio,Torino,,,12504350
296,2025-03-30 Lecce-Roma,30,30,2025-03-30 13:00:00+00:00,Lecce,Roma,,,12501547
297,2025-03-30 Napoli-Milan,30,30,2025-03-30 13:00:00+00:00,Napoli,Milan,,,12501548
298,2025-03-30 Venezia-Bologna,30,30,2025-03-30 13:00:00+00:00,Venezia,Bologna,,,12501546
299,2025-04-06 Atalanta-Lazio,31,31,2025-04-06 13:00:00+00:00,Atalanta,Lazio,,,12501550
300,2025-04-06 Bologna-Napoli,31,31,2025-04-06 13:00:00+00:00,Bologna,Napoli,,,12501553
301,2025-04-06 Empoli-Cagliari,31,31,2025-04-06 13:00:00+00:00,Empoli,Cagliari,,,12501554
302,2025-04-06 Genoa-Udinese,31,31,2025-04-06 13:00:00+00:00,Genoa,Udinese,,,12501560
303,2025-04-06 Lecce-Venezia,31,31,2025-04-06 13:00:00+00:00,Lecce,Venezia,,,12501549
304,2025-04-06 Milan-Fiorentina,31,31,2025-04-06 13:00:00+00:00,Milan,Fiorentina,,,12501557
305,2025-04-06 Monza-Como,31,31,2025-04-06 13:00:00+00:00,Monza,Como,,,12501551
306,2025-04-06 Parma-Inter,31,31,2025-04-06 13:00:00+00:00,Parma,Inter,,,12501556
307,2025-04-06 Roma-Juventus,31,31,2025-04-06 13:00:00+00:00,Roma,Juventus,,,12501558
308,2025-04-06 Torino-Hellas Verona,31,31,2025-04-06 13:00:00+00:00,Torino,Hellas Verona,,,12501555
309,2025-04-13 Atalanta-Bologna,32,32,2025-04-13 13:00:00+00:00,Atalanta,Bologna,,,12501552
310,2025-04-13 Como-Torino,32,32,2025-04-13 13:00:00+00:00,Como,Torino,,,12501559
311,2025-04-13 Fiorentina-Parma,32,32,2025-04-13 13:00:00+00:00,Fiorentina,Parma,,,12501561
312,2025-04-13 Hellas Verona-Genoa,32,32,2025-04-13 13:00:00+00:00,Hellas Verona,Genoa,,,12501562
313,2025-04-13 Inter-Cagliari,32,32,2025-04-13 13:00:00+00:00,Inter,Cagliari,,,12501564
314,2025-04-13 Juventus-Lecce,32,32,2025-04-13 13:00:00+00:00,Juventus,Lecce,,,12501563
315,2025-04-13 Lazio-Roma,32,32,2025-04-13 13:00:00+00:00,Lazio,Roma,,,12501569
316,2025-04-13 Napoli-Empoli,32,32,2025-04-13 13:00:00+00:00,Napoli,Empoli,,,12501567
317,2025-04-13 Udinese-Milan,32,32,2025-04-13 13:00:00+00:00,Udinese,Milan,,,12501565
318,2025-04-13 Venezia-Monza,32,32,2025-04-13 13:00:00+00:00,Venezia,Monza,,,12501574
319,2025-04-20 Bologna-Inter,33,33,2025-04-20 13:00:00+00:00,Bologna,Inter,,,12501578
320,2025-04-20 Cagliari-Fiorentina,33,33,2025-04-20 13:00:00+00:00,Cagliari,Fiorentina,,,12501566
321,2025-04-20 Empoli-Venezia,33,33,2025-04-20 13:00:00+00:00,Empoli,Venezia,,,12501572
322,2025-04-20 Genoa-Lazio,33,33,2025-04-20 13:00:00+00:00,Genoa,Lazio,,,12501573
323,2025-04-20 Lecce-Como,33,33,2025-04-20 13:00:00+00:00,Lecce,Como,,,12501568
324,2025-04-20 Milan-Atalanta,33,33,2025-04-20 13:00:00+00:00,Milan,Atalanta,,,12501576
325,2025-04-20 Monza-Napoli,33,33,2025-04-20 13:00:00+00:00,Monza,Napoli,,,12501587
326,2025-04-20 Parma-Juventus,33,33,2025-04-20 13:00:00+00:00,Parma,Juventus,,,12501579
327,2025-04-20 Roma-Hellas Verona,33,33,2025-04-20 13:00:00+00:00,Roma,Hellas Verona,,,12501575
328,2025-04-20 Torino-Udinese,33,33,2025-04-20 13:00:00+00:00,Torino,Udinese,,,12501570
329,2025-04-27 Atalanta-Lecce,34,34,2025-04-27 13:00:00+00:00,Atalanta,Lecce,,,12501581
330,2025-04-27 Como-Genoa,34,34,2025-04-27 13:00:00+00:00,Como,Genoa,,,12501571
331,2025-04-27 Fiorentina-Empoli,34,34,2025-04-27 13:00:00+00:00,Fiorentina,Empoli,,,12501585
332,2025-04-27 Hellas Verona-Cagliari,34,34,2025-04-27 13:00:00+00:00,Hellas Verona,Cagliari,,,12501586
333,2025-04-27 Inter-Roma,34,34,2025-04-27 13:00:00+00:00,Inter,Roma,,,12501583
334,2025-04-27 Juventus-Monza,34,34,2025-04-27 13:00:00+00:00,Juventus,Monza,,,12501511
335,2025-04-27 Lazio-Parma,34,34,2025-04-27 13:00:00+00:00,Lazio,Parma,,,12501506
336,2025-04-27 Napoli-Torino,34,34,2025-04-27 13:00:00+00:00,Napoli,Torino,,,12501522
337,2025-04-27 Udinese-Bologna,34,34,2025-04-27 13:00:00+00:00,Udinese,Bologna,,,12501505
338,2025-04-27 Venezia-Milan,34,34,2025-04-27 13:00:00+00:00,Venezia,Milan,,,12501504
339,2025-05-04 Bologna-Juventus,35,35,2025-05-04 13:00:00+00:00,Bologna,Juventus,,,12501520
340,2025-05-04 Cagliari-Udinese,35,35,2025-05-04 13:00:00+00:00,Cagliari,Udinese,,,12501513
341,2025-05-04 Empoli-Lazio,35,35,2025-05-04 13:00:00+00:00,Empoli,Lazio,,,12501512
342,2025-05-04 Genoa-Milan,35,35,2025-05-04 13:00:00+00:00,Genoa,Milan,,,12501514
343,2025-05-04 Inter-Hellas Verona,35,35,2025-05-04 13:00:00+00:00,Inter,Hellas Verona,,,12501526
344,2025-05-04 Lecce-Napoli,35,35,2025-05-04 13:00:00+00:00,Lecce,Napoli,,,12501525
345,2025-05-04 Monza-Atalanta,35,35,2025-05-04 13:00:00+00:00,Monza,Atalanta,,,12501509
346,2025-05-04 Parma-Como,35,35,2025-05-04 13:00:00+00:00,Parma,Como,,,12501521
347,2025-05-04 Roma-Fiorentina,35,35,2025-05-04 13:00:00+00:00,Roma,Fiorentina,,,12501516
348,2025-05-04 Torino-Venezia,35,35,2025-05-04 13:00:00+00:00,Torino,Venezia,,,12501523
349,2025-05-11 Atalanta-Roma,36,36,2025-05-11 13:00:00+00:00,Atalanta,Roma,,,12501528
350,2025-05-11 Como-Cagliari,36,36,2025-05-11 13:00:00+00:00,Como,Cagliari,,,12501510
351,2025-05-11 Empoli-Parma,36,36,2025-05-11 13:00:00+00:00,Empoli,Parma,,,12501515
352,2025-05-11 Hellas Verona-Lecce,36,36,2025-05-11 13:00:00+00:00,Hellas Verona,Lecce,,,12501524
353,2025-05-11 Lazio-Juventus,36,36,2025-05-11 13:00:00+00:00,Lazio,Juventus,,,12501530
354,2025-05-11 Milan-Bologna,36,36,2025-05-11 13:00:00+00:00,Milan,Bologna,,,12501518
355,2025-05-11 Napoli-Genoa,36,36,2025-05-11 13:00:00+00:00,Napoli,Genoa,,,12501531
356,2025-05-11 Torino-Inter,36,36,2025-05-11 13:00:00+00:00,Torino,Inter,,,12501529
357,2025-05-11 Udinese-Monza,36,36,2025-05-11 13:00:00+00:00,Udinese,Monza,,,12501533
358,2025-05-11 Venezia-Fiorentina,36,36,2025-05-11 13:00:00+00:00,Venezia,Fiorentina,,,12501532
359,2025-05-18 Cagliari-Venezia,37,37,2025-05-18 13:00:00+00:00,Cagliari,Venezia,,,12501534
360,2025-05-18 Fiorentina-Bologna,37,37,2025-05-18 13:00:00+00:00,Fiorentina,Bologna,,,12501538
361,2025-05-18 Genoa-Atalanta,37,37,2025-05-18 13:00:00+00:00,Genoa,Atalanta,,,12501535
362,2025-05-18 Hellas Verona-Como,37,37,2025-05-18 13:00:00+00:00,Hellas Verona,Como,,,12501536
363,2025-05-18 Inter-Lazio,37,37,2025-05-18 13:00:00+00:00,Inter,Lazio,,,12501541
364,2025-05-18 Juventus-Udinese,37,37,2025-05-18 13:00:00+00:00,Juventus,Udinese,,,12501540
365,2025-05-18 Lecce-Torino,37,37,2025-05-18 13:00:00+00:00,Lecce,Torino,,,12501542
366,2025-05-18 Monza-Empoli,37,37,2025-05-18 13:00:00+00:00,Monza,Empoli,,,12501539
367,2025-05-18 Parma-Napoli,37,37,2025-05-18 13:00:00+00:00,Parma,Napoli,,,12501537
368,2025-05-18 Roma-Milan,37,37,2025-05-18 13:00:00+00:00,Roma,Milan,,,12501545
369,2025-05-25 Atalanta-Parma,38,38,2025-05-25 13:00:00+00:00,Atalanta,Parma,,,12501544
370,2025-05-25 Bologna-Genoa,38,38,2025-05-25 13:00:00+00:00,Bologna,Genoa,,,12501543
371,2025-05-25 Como-Inter,38,38,2025-05-25 13:00:00+00:00,Como,Inter,,,12501501
372,2025-05-25 Empoli-Hellas Verona,38,38,2025-05-25 13:00:00+00:00,Empoli,Hellas Verona,,,12501519
373,2025-05-25 Lazio-Lecce,38,38,2025-05-25 13:00:00+00:00,Lazio,Lecce,,,12501517
374,2025-05-25 Milan-Monza,38,38,2025-05-25 13:00:00+00:00,Milan,Monza,,,12501503
375,2025-05-25 Napoli-Cagliari,38,38,2025-05-25 13:00:00+00:00,Napoli,Cagliari,,,12501502
376,2025-05-25 Torino-Roma,38,38,2025-05-25 13:00:00+00:00,Torino,Roma,,,12501508
377,2025-05-25 Udinese-Fiorentina,38,38,2025-05-25 13:00:00+00:00,Udinese,Fiorentina,,,12501527
378,2025-05-25 Venezia-Juventus,38,38,2025-05-25 13:00:00+00:00,Venezia,Juventus,,,12501507
