index,round,homeTeam,awayTeam,xg,goal,minute,goalDifference,player,position,rating,team,eloTeam,keeper,keeperRating,opponent,eloOpponent,isHome,x,y,distance,angle,situation,bodyPart
0,1,Empoli,Hellas Verona,0.027439260855317,0,8,0,Răzvan Marin,M,74,Empoli,1626,Lorenzo Montipò,76,Hellas Verona,1618,True,24,24,28,33,assisted,strong-foot
0,1,Empoli,Hellas Verona,0.019431360065937,0,11,0,Matteo Cancellieri,F,69,Empoli,1626,Lorenzo Montipò,76,Hellas Verona,1618,True,33,38,33,3,assisted,strong-foot
0,1,Empoli,Hellas Verona,0.042384926229715,0,13,0,Francesco Caputo,F,77,Empoli,1626,Lorenzo Montipò,76,Hellas Verona,1618,True,7,25,16,64,regular,strong-foot
0,1,Empoli,Hellas Verona,0.058465469628572,0,13,0,Matteo Cancellieri,F,69,Empoli,1626,Lorenzo Montipò,76,Hellas Verona,1618,True,10,51,14,47,regular,weak-foot
0,1,Empoli,Hellas Verona,0.015716789290309,0,17,0,Josh Doig,D,61,Hellas Verona,1618,Elia Caprile,70,Empoli,1626,False,27,20,33,36,assisted,strong-foot
0,1,Empoli,Hellas Verona,0.014667375944555,0,30,0,Jordi Mboula,M,69,Hellas Verona,1618,Elia Caprile,70,Empoli,1626,False,27,52,29,23,assisted,weak-foot
0,1,Empoli,Hellas Verona,0.1415589004755,0,41,0,Cyril Ngonge,F,70,Hellas Verona,1618,Elia Caprile,70,Empoli,1626,False,10,47,12,34,assisted,strong-foot
0,1,Empoli,Hellas Verona,0.34548404812813,0,42,0,Emmanuel Gyasi,M,61,Empoli,1626,Lorenzo Montipò,76,Hellas Verona,1618,True,10,34,11,30,assisted,strong-foot
0,1,Empoli,Hellas Verona,0.036707315593958,0,45,0,Răzvan Marin,M,74,Empoli,1626,Lorenzo Montipò,76,Hellas Verona,1618,True,29,21,34,33,free-kick,strong-foot
0,1,Empoli,Hellas Verona,0.03805797919631,0,56,0,Cyril Ngonge,F,70,Hellas Verona,1618,Elia Caprile,70,Empoli,1626,False,15,52,19,38,assisted,strong-foot
0,1,Empoli,Hellas Verona,0.11817731708288,0,60,0,Răzvan Marin,M,74,Empoli,1626,Lorenzo Montipò,76,Hellas Verona,1618,True,26,36,26,8,free-kick,strong-foot
0,1,Empoli,Hellas Verona,0.031100219115615,0,61,0,Paweł Dawidowicz,D,47,Hellas Verona,1618,Elia Caprile,70,Empoli,1626,False,11,45,12,24,set-piece,head
0,1,Empoli,Hellas Verona,0.092014171183109,0,62,0,Josh Doig,D,61,Hellas Verona,1618,Elia Caprile,70,Empoli,1626,False,8,27,15,58,assisted,strong-foot
0,1,Empoli,Hellas Verona,0.071428433060646,1,75,0,Federico Bonazzoli,F,73,Hellas Verona,1618,Elia Caprile,70,Empoli,1626,False,9,45,10,29,corner,strong-foot
0,1,Empoli,Hellas Verona,0.016145758330822,0,80,-1,Stiven Shpendi,F,70,Empoli,1626,Lorenzo Montipò,76,Hellas Verona,1618,True,46,50,47,12,regular,weak-foot
0,1,Empoli,Hellas Verona,0.028610363602638,0,84,-1,Tommaso Baldanzi,M,72,Empoli,1626,Lorenzo Montipò,76,Hellas Verona,1618,True,14,26,19,45,assisted,strong-foot
0,1,Empoli,Hellas Verona,0.017828302457929,0,88,1,Riccardo Saponara,M,71,Hellas Verona,1618,Elia Caprile,70,Empoli,1626,False,28,24,32,29,fast-break,strong-foot
0,1,Empoli,Hellas Verona,0.010286888107657,0,90,-1,Tommaso Baldanzi,M,72,Empoli,1626,Lorenzo Montipò,76,Hellas Verona,1618,True,28,25,31,28,assisted,strong-foot
0,1,Empoli,Hellas Verona,0.080598600208759,0,90,1,Federico Bonazzoli,F,73,Hellas Verona,1618,Elia Caprile,70,Empoli,1626,False,18,34,18,18,assisted,strong-foot
0,1,Empoli,Hellas Verona,0.0076284226961434,0,90,1,Juan Cabal,D,37,Hellas Verona,1618,Elia Caprile,70,Empoli,1626,False,27,22,32,33,regular,strong-foot
1,1,Frosinone,Napoli,0.7884,1,7,0,Abdou Harroui,M,67,Frosinone,1588,Alex Meret,81,Napoli,1908,True,13,40,13,0,penalty,weak-foot
1,1,Frosinone,Napoli,0.044839628040791,0,16,-1,Victor Osimhen,F,82,Napoli,1908,Stefano Turati,70,Frosinone,1588,False,10,34,11,30,assisted,head
1,1,Frosinone,Napoli,0.071568794548512,0,18,-1,Giacomo Raspadori,F,77,Napoli,1908,Stefano Turati,70,Frosinone,1588,False,15,32,17,28,assisted,weak-foot
1,1,Frosinone,Napoli,0.088128484785557,0,24,-1,Piotr Zieliński,M,76,Napoli,1908,Stefano Turati,70,Frosinone,1588,False,23,34,23,14,fast-break,weak-foot
1,1,Frosinone,Napoli,0.17679168283939,1,24,-1,Matteo Politano,F,77,Napoli,1908,Stefano Turati,70,Frosinone,1588,False,20,40,20,0,fast-break,strong-foot
1,1,Frosinone,Napoli,0.052777107805014,0,27,0,Victor Osimhen,F,82,Napoli,1908,Stefano Turati,70,Frosinone,1588,False,9,44,9,23,corner,head
1,1,Frosinone,Napoli,0.05111275985837,0,32,0,Jaime Báez,M,64,Frosinone,1588,Alex Meret,81,Napoli,1908,True,15,52,19,38,assisted,strong-foot
1,1,Frosinone,Napoli,0.04633067175746,0,38,0,Giacomo Raspadori,F,77,Napoli,1908,Stefano Turati,70,Frosinone,1588,False,10,57,19,59,assisted,weak-foot
1,1,Frosinone,Napoli,0.061738699674606,1,42,0,Victor Osimhen,F,82,Napoli,1908,Stefano Turati,70,Frosinone,1588,False,15,52,19,38,assisted,strong-foot
1,1,Frosinone,Napoli,0.025321947410703,0,44,1,Piotr Zieliński,M,76,Napoli,1908,Stefano Turati,70,Frosinone,1588,False,29,53,31,24,assisted,weak-foot
1,1,Frosinone,Napoli,0.022053569555283,0,45,-1,Giuseppe Caso,F,67,Frosinone,1588,Alex Meret,81,Napoli,1908,True,13,23,21,52,assisted,strong-foot
1,1,Frosinone,Napoli,0.016553301364183,0,49,1,Stanislav Lobotka,M,68,Napoli,1908,Stefano Turati,70,Frosinone,1588,False,33,32,33,13,assisted,weak-foot
1,1,Frosinone,Napoli,0.025896560400724,0,50,1,Giacomo Raspadori,F,77,Napoli,1908,Stefano Turati,70,Frosinone,1588,False,18,24,24,41,assisted,weak-foot
1,1,Frosinone,Napoli,0.034870680421591,0,54,1,Giovanni Di Lorenzo,D,66,Napoli,1908,Stefano Turati,70,Frosinone,1588,False,17,54,22,39,assisted,weak-foot
1,1,Frosinone,Napoli,0.030985673889518,0,57,-1,Jaime Báez,M,64,Frosinone,1588,Alex Meret,81,Napoli,1908,True,33,24,36,25,free-kick,strong-foot
1,1,Frosinone,Napoli,0.076689660549164,0,58,1,Victor Osimhen,F,82,Napoli,1908,Stefano Turati,70,Frosinone,1588,False,15,23,22,48,assisted,strong-foot
1,1,Frosinone,Napoli,0.034992069005966,0,65,1,Matteo Politano,F,77,Napoli,1908,Stefano Turati,70,Frosinone,1588,False,21,46,21,15,assisted,strong-foot
1,1,Frosinone,Napoli,0.019215481355786,0,65,1,Stanislav Lobotka,M,68,Napoli,1908,Stefano Turati,70,Frosinone,1588,False,31,36,31,7,regular,weak-foot
1,1,Frosinone,Napoli,0.046466112136841,0,72,1,Giacomo Raspadori,F,77,Napoli,1908,Stefano Turati,70,Frosinone,1588,False,1,27,13,85,assisted,weak-foot
1,1,Frosinone,Napoli,0.0263751745224,0,74,1,Piotr Zieliński,M,76,Napoli,1908,Stefano Turati,70,Frosinone,1588,False,31,27,33,22,assisted,weak-foot
1,1,Frosinone,Napoli,0.54285579919815,1,79,1,Victor Osimhen,F,82,Napoli,1908,Stefano Turati,70,Frosinone,1588,False,17,44,17,13,assisted,strong-foot
1,1,Frosinone,Napoli,0.053917609155178,0,84,2,Giovanni Simeone,F,79,Napoli,1908,Stefano Turati,70,Frosinone,1588,False,11,52,16,47,assisted,strong-foot
1,1,Frosinone,Napoli,0.059689719229937,0,85,2,Giovanni Simeone,F,79,Napoli,1908,Stefano Turati,70,Frosinone,1588,False,10,38,10,11,corner,head
2,1,Genoa,Fiorentina,0.027790050953627,1,5,0,Cristiano Biraghi,D,67,Fiorentina,1749,Josep Martínez,71,Genoa,1587,False,15,27,19,40,assisted,weak-foot
2,1,Genoa,Fiorentina,0.52805429697037,1,11,1,Giacomo Bonaventura,M,77,Fiorentina,1749,Josep Martínez,71,Genoa,1587,False,6,46,8,45,regular,strong-foot
2,1,Genoa,Fiorentina,0.027790339663625,0,11,2,Nico González,M,74,Fiorentina,1749,Josep Martínez,71,Genoa,1587,False,28,55,31,28,assisted,strong-foot
2,1,Genoa,Fiorentina,0.087810337543488,0,39,2,M'Bala Nzola,F,73,Fiorentina,1749,Josep Martínez,71,Genoa,1587,False,22,43,22,7,regular,strong-foot
2,1,Genoa,Fiorentina,0.046910058706999,1,40,2,Nico González,M,74,Fiorentina,1749,Josep Martínez,71,Genoa,1587,False,9,35,10,29,corner,head
2,1,Genoa,Fiorentina,0.023419136181474,0,45,3,Rolando Mandragora,M,66,Fiorentina,1749,Josep Martínez,71,Genoa,1587,False,22,10,37,53,assisted,strong-foot
2,1,Genoa,Fiorentina,0.20840260386467,1,56,3,Rolando Mandragora,M,66,Fiorentina,1749,Josep Martínez,71,Genoa,1587,False,11,37,11,15,assisted,head
2,1,Genoa,Fiorentina,0.1027919575572,1,58,-4,Davide Biraschi,D,35,Genoa,1587,Pietro Terracciano,79,Fiorentina,1749,True,10,39,10,5,corner,weak-foot
2,1,Genoa,Fiorentina,0.012897948734462,0,65,3,Josip Brekalo,M,73,Fiorentina,1749,Josep Martínez,71,Genoa,1587,False,29,49,30,17,regular,strong-foot
2,1,Genoa,Fiorentina,0.04565916955471,0,76,3,Nikola Milenković,D,45,Fiorentina,1749,Josep Martínez,71,Genoa,1587,False,19,54,23,36,set-piece,strong-foot
2,1,Genoa,Fiorentina,0.044464584439993,0,84,-3,Mateo Retegui,F,76,Genoa,1587,Pietro Terracciano,79,Fiorentina,1749,True,11,40,11,0,corner,head
2,1,Genoa,Fiorentina,0.03291879966855,0,90,-3,Albert Guðmundsson,F,67,Genoa,1587,Pietro Terracciano,79,Fiorentina,1749,True,9,26,16,57,fast-break,head
2,1,Genoa,Fiorentina,0.027182340621948,0,90,-3,Morten Thorsby,M,61,Genoa,1587,Pietro Terracciano,79,Fiorentina,1749,True,9,51,14,50,assisted,head
3,1,Inter,Monza,0.13682249188423,0,5,0,Marcus Thuram,F,77,Inter,1882,Michele Di Gregorio,78,Monza,1655,True,15,34,16,21,assisted,strong-foot
3,1,Inter,Monza,0.12220317870378,0,5,0,Henrikh Mkhitaryan,M,78,Inter,1882,Michele Di Gregorio,78,Monza,1655,True,14,31,16,32,regular,weak-foot
3,1,Inter,Monza,0.029677910730243,0,7,0,Marcus Thuram,F,77,Inter,1882,Michele Di Gregorio,78,Monza,1655,True,12,39,12,4,corner,head
3,1,Inter,Monza,0.1183684617281,0,7,0,Lautaro Martínez,F,83,Inter,1882,Michele Di Gregorio,78,Monza,1655,True,8,34,10,36,assisted,weak-foot
3,1,Inter,Monza,0.47165152430534,1,8,0,Lautaro Martínez,F,83,Inter,1882,Michele Di Gregorio,78,Monza,1655,True,10,42,10,11,assisted,strong-foot
3,1,Inter,Monza,0.047176517546177,0,12,-1,Georgios Kyriakopoulos,M,48,Monza,1655,Yann Sommer,85,Inter,1882,False,14,26,19,45,assisted,strong-foot
3,1,Inter,Monza,0.064755149185658,0,14,-1,Andrea Colpani,F,63,Monza,1655,Yann Sommer,85,Inter,1882,False,29,43,29,5,fast-break,strong-foot
3,1,Inter,Monza,0.027090106159449,0,18,-1,Mirko Marić,F,69,Monza,1655,Yann Sommer,85,Inter,1882,False,12,46,13,26,assisted,head
3,1,Inter,Monza,0.044159971177578,0,20,1,Nicolò Barella,M,77,Inter,1882,Michele Di Gregorio,78,Monza,1655,True,22,36,22,10,corner,weak-foot
3,1,Inter,Monza,0.027786042541265,0,22,-1,Roberto Gagliardini,M,62,Monza,1655,Yann Sommer,85,Inter,1882,False,25,24,29,32,corner,strong-foot
3,1,Inter,Monza,0.026157416403294,0,23,1,Nicolò Barella,M,77,Inter,1882,Michele Di Gregorio,78,Monza,1655,True,18,57,24,43,assisted,strong-foot
3,1,Inter,Monza,0.073584794998169,0,24,-1,Mirko Marić,F,69,Monza,1655,Yann Sommer,85,Inter,1882,False,9,48,12,41,assisted,strong-foot
3,1,Inter,Monza,0.011990426108241,0,25,1,Federico Dimarco,M,71,Inter,1882,Michele Di Gregorio,78,Monza,1655,True,28,31,29,17,set-piece,strong-foot
3,1,Inter,Monza,0.087459720671177,0,28,1,Lautaro Martínez,F,83,Inter,1882,Michele Di Gregorio,78,Monza,1655,True,9,34,10,33,corner,weak-foot
3,1,Inter,Monza,0.073684893548489,0,30,1,Federico Dimarco,M,71,Inter,1882,Michele Di Gregorio,78,Monza,1655,True,13,24,20,50,fast-break,strong-foot
3,1,Inter,Monza,0.051607005298138,0,39,1,Henrikh Mkhitaryan,M,78,Inter,1882,Michele Di Gregorio,78,Monza,1655,True,17,35,17,16,corner,weak-foot
3,1,Inter,Monza,0.047727659344673,0,43,-1,Gianluca Caprari,F,75,Monza,1655,Yann Sommer,85,Inter,1882,False,21,42,21,5,regular,strong-foot
3,1,Inter,Monza,0.076029255986214,0,43,1,Federico Dimarco,M,71,Inter,1882,Michele Di Gregorio,78,Monza,1655,True,22,25,26,34,fast-break,strong-foot
3,1,Inter,Monza,0.078767247498035,0,45,-1,Patrick Ciurria,M,73,Monza,1655,Yann Sommer,85,Inter,1882,False,26,39,26,2,assisted,weak-foot
3,1,Inter,Monza,0.088243335485458,0,48,-1,Georgios Kyriakopoulos,M,48,Monza,1655,Yann Sommer,85,Inter,1882,False,12,36,12,18,regular,strong-foot
3,1,Inter,Monza,0.040570110082626,0,53,1,Federico Dimarco,M,71,Inter,1882,Michele Di Gregorio,78,Monza,1655,True,28,30,29,19,assisted,strong-foot
3,1,Inter,Monza,0.096035279333591,0,60,1,Hakan Çalhanoğlu,M,79,Inter,1882,Michele Di Gregorio,78,Monza,1655,True,27,31,28,18,free-kick,strong-foot
3,1,Inter,Monza,0.030029762536287,0,62,1,Lautaro Martínez,F,83,Inter,1882,Michele Di Gregorio,78,Monza,1655,True,26,28,28,24,assisted,strong-foot
3,1,Inter,Monza,0.088462837040424,0,65,-1,Samuele Birindelli,D,51,Monza,1655,Yann Sommer,85,Inter,1882,False,9,52,15,53,assisted,strong-foot
3,1,Inter,Monza,0.067640021443367,0,66,1,Federico Dimarco,M,71,Inter,1882,Michele Di Gregorio,78,Monza,1655,True,15,29,18,36,assisted,weak-foot
3,1,Inter,Monza,0.073705300688744,0,72,1,Hakan Çalhanoğlu,M,79,Inter,1882,Michele Di Gregorio,78,Monza,1655,True,23,48,24,19,assisted,strong-foot
3,1,Inter,Monza,0.89326357841492,1,76,1,Lautaro Martínez,F,83,Inter,1882,Michele Di Gregorio,78,Monza,1655,True,3,43,4,45,fast-break,strong-foot
3,1,Inter,Monza,0.020963713526726,0,79,2,Hakan Çalhanoğlu,M,79,Inter,1882,Michele Di Gregorio,78,Monza,1655,True,34,48,34,13,assisted,strong-foot
3,1,Inter,Monza,0.026212282478809,0,81,-2,Dany Mota,F,72,Monza,1655,Yann Sommer,85,Inter,1882,False,14,38,14,8,assisted,head
3,1,Inter,Monza,0.1315261721611,0,87,2,Carlos Augusto,D,70,Inter,1882,Michele Di Gregorio,78,Monza,1655,True,8,41,8,7,corner,head
3,1,Inter,Monza,0.018525674939156,0,90,2,Stefan de Vrij,D,41,Inter,1882,Michele Di Gregorio,78,Monza,1655,True,13,36,13,17,corner,head
3,1,Inter,Monza,0.064221203327179,0,90,2,Marko Arnautović,F,81,Inter,1882,Michele Di Gregorio,78,Monza,1655,True,18,37,18,9,assisted,weak-foot
3,1,Inter,Monza,0.026311460882425,0,90,-2,Gianluca Caprari,F,75,Monza,1655,Yann Sommer,85,Inter,1882,False,30,28,32,21,assisted,strong-foot
3,1,Inter,Monza,0.18270044028759,0,90,-2,Valentín Carboni,M,48,Monza,1655,Yann Sommer,85,Inter,1882,False,12,31,15,36,regular,strong-foot
4,1,Lecce,Lazio,0.074630960822105,0,11,0,Gabriel Strefezza,M,66,Lecce,1591,Ivan Provedel,79,Lazio,1779,True,19,46,19,17,assisted,strong-foot
4,1,Lecce,Lazio,0.020774755626917,0,12,0,Lameck Banda,M,64,Lecce,1591,Ivan Provedel,79,Lazio,1779,True,12,24,20,53,assisted,strong-foot
4,1,Lecce,Lazio,0.32289958000183,1,26,0,Ciro Immobile,F,87,Lazio,1779,Wladimiro Falcone,76,Lecce,1591,False,11,43,11,15,assisted,strong-foot
4,1,Lecce,Lazio,0.028842998668551,0,33,-1,Pontus Almqvist,F,63,Lecce,1591,Ivan Provedel,79,Lazio,1779,True,24,52,26,26,assisted,strong-foot
4,1,Lecce,Lazio,0.044333308935165,0,39,1,Mattia Zaccagni,F,75,Lazio,1779,Wladimiro Falcone,76,Lecce,1591,False,22,32,23,19,assisted,strong-foot
4,1,Lecce,Lazio,0.19227619469166,0,39,1,Ciro Immobile,F,87,Lazio,1779,Wladimiro Falcone,76,Lecce,1591,False,10,44,10,21,assisted,strong-foot
4,1,Lecce,Lazio,0.019379299134016,0,42,-1,Ylber Ramadani,M,56,Lecce,1591,Ivan Provedel,79,Lazio,1779,True,31,42,31,3,corner,strong-foot
4,1,Lecce,Lazio,0.12158174067736,0,44,1,Manuel Lazzari,D,60,Lazio,1779,Wladimiro Falcone,76,Lecce,1591,False,13,55,19,49,assisted,strong-foot
4,1,Lecce,Lazio,0.044712103903294,0,45,1,Luis Alberto,M,76,Lazio,1779,Wladimiro Falcone,76,Lecce,1591,False,22,40,22,0,assisted,strong-foot
4,1,Lecce,Lazio,0.027937993407249,0,45,-1,Joan González,M,60,Lecce,1591,Ivan Provedel,79,Lazio,1779,True,6,32,10,53,corner,other
4,1,Lecce,Lazio,0.19556224346161,0,47,-1,Ylber Ramadani,M,56,Lecce,1591,Ivan Provedel,79,Lazio,1779,True,11,34,12,28,assisted,strong-foot
4,1,Lecce,Lazio,0.085537493228912,0,50,-1,Gabriel Strefezza,M,66,Lecce,1591,Ivan Provedel,79,Lazio,1779,True,20,34,20,16,assisted,strong-foot
4,1,Lecce,Lazio,0.041763506829739,0,50,-1,Lameck Banda,M,64,Lecce,1591,Ivan Provedel,79,Lazio,1779,True,13,27,18,45,assisted,strong-foot
4,1,Lecce,Lazio,0.095355160534382,0,52,-1,Gabriel Strefezza,M,66,Lecce,1591,Ivan Provedel,79,Lazio,1779,True,23,29,25,25,free-kick,strong-foot
4,1,Lecce,Lazio,0.040317099541426,0,54,-1,Hamza Rafia,M,56,Lecce,1591,Ivan Provedel,79,Lazio,1779,True,18,28,21,33,assisted,strong-foot
4,1,Lecce,Lazio,0.43885177373886,0,54,1,Felipe Anderson,F,77,Lazio,1779,Wladimiro Falcone,76,Lecce,1591,False,15,44,15,14,assisted,weak-foot
4,1,Lecce,Lazio,0.020236590877175,0,55,-1,Pontus Almqvist,F,63,Lecce,1591,Ivan Provedel,79,Lazio,1779,True,31,43,31,5,assisted,strong-foot
4,1,Lecce,Lazio,0.059014353901148,0,57,-1,Gabriel Strefezza,M,66,Lecce,1591,Ivan Provedel,79,Lazio,1779,True,23,34,23,14,assisted,strong-foot
4,1,Lecce,Lazio,0.093266762793064,0,63,-1,Hamza Rafia,M,56,Lecce,1591,Ivan Provedel,79,Lazio,1779,True,19,45,19,14,assisted,strong-foot
4,1,Lecce,Lazio,0.22790092229843,0,64,-1,Federico Baschirotto,D,52,Lecce,1591,Ivan Provedel,79,Lazio,1779,True,9,37,9,18,corner,head
4,1,Lecce,Lazio,0.094031095504761,0,66,-1,Gabriel Strefezza,M,66,Lecce,1591,Ivan Provedel,79,Lazio,1779,True,15,38,15,7,assisted,strong-foot
4,1,Lecce,Lazio,0.014643811620772,0,66,-1,Ylber Ramadani,M,56,Lecce,1591,Ivan Provedel,79,Lazio,1779,True,32,36,32,7,regular,strong-foot
4,1,Lecce,Lazio,0.036368165165186,0,66,-1,Ylber Ramadani,M,56,Lecce,1591,Ivan Provedel,79,Lazio,1779,True,28,39,28,2,regular,strong-foot
4,1,Lecce,Lazio,0.035811346024275,0,67,-1,Lameck Banda,M,64,Lecce,1591,Ivan Provedel,79,Lazio,1779,True,20,25,25,36,assisted,strong-foot
4,1,Lecce,Lazio,0.062610425055027,0,67,-1,Ylber Ramadani,M,56,Lecce,1591,Ivan Provedel,79,Lazio,1779,True,22,42,22,5,assisted,strong-foot
4,1,Lecce,Lazio,0.038815844804049,0,82,1,Luis Alberto,M,76,Lazio,1779,Wladimiro Falcone,76,Lecce,1591,False,33,41,33,1,free-kick,strong-foot
4,1,Lecce,Lazio,0.31918522715569,0,82,1,Ciro Immobile,F,87,Lazio,1779,Wladimiro Falcone,76,Lecce,1591,False,15,38,15,7,assisted,strong-foot
4,1,Lecce,Lazio,0.042402669787407,0,82,1,Luis Alberto,M,76,Lazio,1779,Wladimiro Falcone,76,Lecce,1591,False,14,28,18,40,assisted,strong-foot
4,1,Lecce,Lazio,0.069283172488213,1,85,-1,Pontus Almqvist,F,63,Lecce,1591,Ivan Provedel,79,Lazio,1779,True,19,38,19,6,assisted,strong-foot
4,1,Lecce,Lazio,0.06338731944561,1,87,0,Federico Di Francesco,F,68,Lecce,1591,Ivan Provedel,79,Lazio,1779,True,15,38,15,7,assisted,strong-foot
4,1,Lecce,Lazio,0.024630431085825,0,90,1,Federico Di Francesco,F,68,Lecce,1591,Ivan Provedel,79,Lazio,1779,True,51,28,52,13,assisted,weak-foot
4,1,Lecce,Lazio,0.043013349175453,0,90,-1,Matías Vecino,M,72,Lazio,1779,Wladimiro Falcone,76,Lecce,1591,False,27,53,29,25,assisted,strong-foot
4,1,Lecce,Lazio,0.037010721862316,0,90,1,Ylber Ramadani,M,56,Lecce,1591,Ivan Provedel,79,Lazio,1779,True,13,23,21,52,regular,weak-foot
5,1,Roma,Salernitana,0.018657702952623,0,6,0,Grīgorīs Kastanos,M,63,Salernitana,1615,Rui Patrício,80,Roma,1789,False,33,36,33,6,assisted,strong-foot
5,1,Roma,Salernitana,0.487394541502,1,17,0,Andrea Belotti,F,76,Roma,1789,Guillermo Ochoa,80,Salernitana,1615,True,11,38,11,10,assisted,weak-foot
5,1,Roma,Salernitana,0.067925781011581,0,20,1,Andrea Belotti,F,76,Roma,1789,Guillermo Ochoa,80,Salernitana,1615,True,16,45,16,17,assisted,weak-foot
5,1,Roma,Salernitana,0.017719758674502,0,21,1,Gianluca Mancini,D,44,Roma,1789,Guillermo Ochoa,80,Salernitana,1615,True,30,54,33,25,assisted,strong-foot
5,1,Roma,Salernitana,0.056942969560623,0,29,1,Gianluca Mancini,D,44,Roma,1789,Guillermo Ochoa,80,Salernitana,1615,True,4,48,8,63,corner,head
5,1,Roma,Salernitana,0.022466648370028,0,31,1,Edoardo Bove,M,66,Roma,1789,Guillermo Ochoa,80,Salernitana,1615,True,33,47,33,11,assisted,strong-foot
5,1,Roma,Salernitana,0.54648965597153,0,33,1,Gianluca Mancini,D,44,Roma,1789,Guillermo Ochoa,80,Salernitana,1615,True,3,40,3,0,corner,weak-foot
5,1,Roma,Salernitana,0.048271056264639,0,33,1,Chris Smalling,D,47,Roma,1789,Guillermo Ochoa,80,Salernitana,1615,True,7,46,9,40,corner,head
5,1,Roma,Salernitana,0.096196182072163,1,36,-1,Antonio Candreva,F,78,Salernitana,1615,Rui Patrício,80,Roma,1789,False,15,29,18,36,assisted,strong-foot
5,1,Roma,Salernitana,0.026929683983326,1,49,0,Antonio Candreva,F,78,Salernitana,1615,Rui Patrício,80,Roma,1789,False,17,59,25,48,assisted,weak-foot
5,1,Roma,Salernitana,0.069124169647694,0,54,-1,Stephan El Shaarawy,F,75,Roma,1789,Guillermo Ochoa,80,Salernitana,1615,True,31,43,31,5,free-kick,strong-foot
5,1,Roma,Salernitana,0.051017042249441,0,75,-1,Andrea Belotti,F,76,Roma,1789,Guillermo Ochoa,80,Salernitana,1615,True,12,29,16,42,assisted,strong-foot
5,1,Roma,Salernitana,0.11752972751856,0,77,-1,Stephan El Shaarawy,F,75,Roma,1789,Guillermo Ochoa,80,Salernitana,1615,True,12,50,15,39,assisted,strong-foot
5,1,Roma,Salernitana,0.40682011842728,1,82,-1,Andrea Belotti,F,76,Roma,1789,Guillermo Ochoa,80,Salernitana,1615,True,5,39,5,11,corner,head
5,1,Roma,Salernitana,0.016933724284172,0,86,0,Nicola Zalewski,M,58,Roma,1789,Guillermo Ochoa,80,Salernitana,1615,True,11,28,16,47,assisted,head
5,1,Roma,Salernitana,0.018185503780842,0,90,0,Renato Sanches,M,66,Roma,1789,Guillermo Ochoa,80,Salernitana,1615,True,23,21,29,39,assisted,strong-foot
6,1,Sassuolo,Atalanta,0.011912709102035,0,2,0,Marten de Roon,M,69,Atalanta,1759,Andrea Consigli,80,Sassuolo,1649,False,29,40,29,0,corner,strong-foot
6,1,Sassuolo,Atalanta,0.0083927419036627,0,3,0,Armand Laurienté,M,76,Sassuolo,1649,Juan Musso,79,Atalanta,1759,True,12,13,29,66,corner,strong-foot
6,1,Sassuolo,Atalanta,0.047257278114557,0,4,0,Teun Koopmeiners,M,74,Atalanta,1759,Andrea Consigli,80,Sassuolo,1649,False,16,25,21,43,corner,strong-foot
6,1,Sassuolo,Atalanta,0.024902924895287,0,8,0,Nedim Bajrami,M,66,Sassuolo,1649,Juan Musso,79,Atalanta,1759,True,33,50,34,16,assisted,strong-foot
6,1,Sassuolo,Atalanta,0.171835526824,0,14,0,Ademola Lookman,F,78,Atalanta,1759,Andrea Consigli,80,Sassuolo,1649,False,13,46,14,24,assisted,strong-foot
6,1,Sassuolo,Atalanta,0.063402034342289,0,23,0,Andrea Pinamonti,F,75,Sassuolo,1649,Juan Musso,79,Atalanta,1759,True,4,31,9,66,corner,head
6,1,Sassuolo,Atalanta,0.038542408496141,0,33,0,Duván Zapata,F,80,Atalanta,1759,Andrea Consigli,80,Sassuolo,1649,False,5,57,17,73,assisted,strong-foot
6,1,Sassuolo,Atalanta,0.14918999373913,0,39,0,Ademola Lookman,F,78,Atalanta,1759,Andrea Consigli,80,Sassuolo,1649,False,9,30,13,48,regular,weak-foot
6,1,Sassuolo,Atalanta,0.039569020271301,0,43,0,Marten de Roon,M,69,Atalanta,1759,Andrea Consigli,80,Sassuolo,1649,False,26,41,26,2,regular,strong-foot
6,1,Sassuolo,Atalanta,0.13611294329166,0,45,0,Duván Zapata,F,80,Atalanta,1759,Andrea Consigli,80,Sassuolo,1649,False,6,36,7,33,corner,head
6,1,Sassuolo,Atalanta,0.034671388566494,0,45,0,Matheus Henrique,M,59,Sassuolo,1649,Juan Musso,79,Atalanta,1759,True,32,38,32,3,assisted,strong-foot
6,1,Sassuolo,Atalanta,0.08905167132616,0,45,0,Davide Zappacosta,M,67,Atalanta,1759,Andrea Consigli,80,Sassuolo,1649,False,11,52,16,47,assisted,weak-foot
6,1,Sassuolo,Atalanta,0.016679838299751,0,46,0,Armand Laurienté,M,76,Sassuolo,1649,Juan Musso,79,Atalanta,1759,True,36,29,37,16,assisted,strong-foot
6,1,Sassuolo,Atalanta,0.14087565243244,0,49,0,Charles De Ketelaere,F,72,Atalanta,1759,Andrea Consigli,80,Sassuolo,1649,False,10,37,10,16,assisted,head
6,1,Sassuolo,Atalanta,0.023968007415533,0,55,0,Ademola Lookman,F,78,Atalanta,1759,Andrea Consigli,80,Sassuolo,1649,False,15,26,20,43,assisted,strong-foot
6,1,Sassuolo,Atalanta,0.12327869236469,0,58,0,Andrea Pinamonti,F,75,Sassuolo,1649,Juan Musso,79,Atalanta,1759,True,17,48,18,25,fast-break,weak-foot
