,game,round,week,date,home_team,away_team,home_score,away_score,game_id
10,2024-08-24 Lille-Angers,2,2,2024-08-24 17:00:00+00:00,Lille,Angers,2.0,0.0,12450878
11,2024-08-24 Olympique Lyonnais-AS Monaco,2,2,2024-08-24 15:00:00+00:00,Olympique Lyonnais,AS Monaco,0.0,2.0,12450881
12,2024-08-24 Saint-Étienne-Le Havre,2,2,2024-08-24 19:00:00+00:00,Saint-Étienne,Le Havre,0.0,2.0,12450877
13,2024-08-25 Nantes-Auxerre,2,2,2024-08-25 15:00:00+00:00,Nantes,Auxerre,2.0,0.0,12450876
14,2024-08-25 Nice-Toulouse,2,2,2024-08-25 15:00:00+00:00,Nice,Toulouse,1.0,1.0,12450879
15,2024-08-25 Olympique de Marseille-Stade de Reims,2,2,2024-08-25 18:45:00+00:00,Olympique de Marseille,Stade de Reims,2.0,2.0,12450882
16,2024-08-25 RC Lens-Stade Brestois,2,2,2024-08-25 13:00:00+00:00,RC Lens,Stade Brestois,2.0,0.0,12450880
17,2024-08-25 RC Strasbourg-Stade Rennais,2,2,2024-08-25 15:00:00+00:00,RC Strasbourg,Stade Rennais,3.0,1.0,12450875
18,2024-08-30 Olympique Lyonnais-RC Strasbourg,3,3,2024-08-30 18:45:00+00:00,Olympique Lyonnais,RC Strasbourg,4.0,3.0,12450884
19,2024-08-31 Montpellier-Nantes,3,3,2024-08-31 17:00:00+00:00,Montpellier,Nantes,1.0,3.0,12450956
20,2024-08-31 Stade Brestois-Saint-Étienne,3,3,2024-08-31 15:00:00+00:00,Stade Brestois,Saint-Étienne,4.0,0.0,12450955
21,2024-08-31 Toulouse-Olympique de Marseille,3,3,2024-08-31 19:00:00+00:00,Toulouse,Olympique de Marseille,1.0,3.0,12450966
22,2024-09-01 AS Monaco-RC Lens,3,3,2024-09-01 13:00:00+00:00,AS Monaco,RC Lens,1.0,1.0,12450960
23,2024-09-01 Angers-Nice,3,3,2024-09-01 15:00:00+00:00,Angers,Nice,1.0,4.0,12450958
24,2024-09-01 Le Havre-Auxerre,3,3,2024-09-01 15:00:00+00:00,Le Havre,Auxerre,3.0,1.0,12450962
25,2024-09-01 Lille-Paris Saint-Germain,3,3,2024-09-01 18:45:00+00:00,Lille,Paris Saint-Germain,1.0,3.0,12450883
26,2024-09-01 Stade de Reims-Stade Rennais,3,3,2024-09-01 15:00:00+00:00,Stade de Reims,Stade Rennais,2.0,1.0,12450964
27,2024-09-13 Saint-Étienne-Lille,4,4,2024-09-13 18:45:00+00:00,Saint-Étienne,Lille,1.0,0.0,12450978
28,2024-09-14 Auxerre-AS Monaco,4,4,2024-09-14 17:00:00+00:00,Auxerre,AS Monaco,0.0,3.0,12450967
29,2024-09-14 Olympique de Marseille-Nice,4,4,2024-09-14 15:00:00+00:00,Olympique de Marseille,Nice,2.0,0.0,12450980
30,2024-09-14 Paris Saint-Germain-Stade Brestois,4,4,2024-09-14 19:00:00+00:00,Paris Saint-Germain,Stade Brestois,3.0,1.0,12450982
31,2024-09-15 Nantes-Stade de Reims,4,4,2024-09-15 15:00:00+00:00,Nantes,Stade de Reims,1.0,2.0,12450973
32,2024-09-15 RC Lens-Olympique Lyonnais,4,4,2024-09-15 18:45:00+00:00,RC Lens,Olympique Lyonnais,0.0,0.0,12450971
33,2024-09-15 RC Strasbourg-Angers,4,4,2024-09-15 15:00:00+00:00,RC Strasbourg,Angers,1.0,1.0,12450977
34,2024-09-15 Stade Rennais-Montpellier,4,4,2024-09-15 13:00:00+00:00,Stade Rennais,Montpellier,3.0,0.0,12450969
35,2024-09-15 Toulouse-Le Havre,4,4,2024-09-15 15:00:00+00:00,Toulouse,Le Havre,2.0,0.0,12450975
36,2024-09-20 Nice-Saint-Étienne,5,5,2024-09-20 18:45:00+00:00,Nice,Saint-Étienne,8.0,0.0,12450986
37,2024-09-21 Lille-RC Strasbourg,5,5,2024-09-21 15:00:00+00:00,Lille,RC Strasbourg,3.0,3.0,12450995
38,2024-09-21 Stade Rennais-RC Lens,5,5,2024-09-21 17:00:00+00:00,Stade Rennais,RC Lens,1.0,1.0,12450997
39,2024-09-21 Stade de Reims-Paris Saint-Germain,5,5,2024-09-21 19:00:00+00:00,Stade de Reims,Paris Saint-Germain,1.0,1.0,12450988
40,2024-09-22 AS Monaco-Le Havre,5,5,2024-09-22 13:00:00+00:00,AS Monaco,Le Havre,3.0,1.0,12450999
41,2024-09-22 Angers-Nantes,5,5,2024-09-22 15:00:00+00:00,Angers,Nantes,1.0,1.0,12450991
42,2024-09-22 Montpellier-Auxerre,5,5,2024-09-22 15:00:00+00:00,Montpellier,Auxerre,3.0,2.0,12450993
43,2024-09-22 Olympique Lyonnais-Olympique de Marseille,5,5,2024-09-22 18:45:00+00:00,Olympique Lyonnais,Olympique de Marseille,2.0,3.0,12450984
44,2024-09-22 Stade Brestois-Toulouse,5,5,2024-09-22 15:00:00+00:00,Stade Brestois,Toulouse,2.0,0.0,12450989
45,2024-09-27 Auxerre-Stade Brestois,6,6,2024-09-27 17:00:00+00:00,Auxerre,Stade Brestois,3.0,0.0,12451004
46,2024-09-27 Paris Saint-Germain-Stade Rennais,6,6,2024-09-27 19:00:00+00:00,Paris Saint-Germain,Stade Rennais,3.0,1.0,12451002
47,2024-09-28 AS Monaco-Montpellier,6,6,2024-09-28 19:00:00+00:00,AS Monaco,Montpellier,2.0,1.0,12451014
48,2024-09-28 Le Havre-Lille,6,6,2024-09-28 17:00:00+00:00,Le Havre,Lille,0.0,3.0,12451010
49,2024-09-28 RC Lens-Nice,6,6,2024-09-28 15:00:00+00:00,RC Lens,Nice,0.0,0.0,12451006
50,2024-09-29 Angers-Stade de Reims,6,6,2024-09-29 15:00:00+00:00,Angers,Stade de Reims,1.0,3.0,12451016
51,2024-09-29 Nantes-Saint-Étienne,6,6,2024-09-29 15:00:00+00:00,Nantes,Saint-Étienne,2.0,2.0,12451008
52,2024-09-29 RC Strasbourg-Olympique de Marseille,6,6,2024-09-29 18:45:00+00:00,RC Strasbourg,Olympique de Marseille,1.0,0.0,12451001
53,2024-09-29 Toulouse-Olympique Lyonnais,6,6,2024-09-29 13:00:00+00:00,Toulouse,Olympique Lyonnais,1.0,2.0,12451012
54,2024-10-04 Olympique de Marseille-Angers,7,7,2024-10-04 18:45:00+00:00,Olympique de Marseille,Angers,1.0,1.0,12451027
55,2024-10-05 Lille-Toulouse,7,7,2024-10-05 17:00:00+00:00,Lille,Toulouse,2.0,1.0,12451021
56,2024-10-05 Saint-Étienne-Auxerre,7,7,2024-10-05 15:00:00+00:00,Saint-Étienne,Auxerre,3.0,1.0,12451023
57,2024-10-05 Stade Rennais-AS Monaco,7,7,2024-10-05 19:00:00+00:00,Stade Rennais,AS Monaco,1.0,2.0,12451029
58,2024-10-06 Nice-Paris Saint-Germain,7,7,2024-10-06 18:45:00+00:00,Nice,Paris Saint-Germain,1.0,1.0,12451019
59,2024-10-06 Olympique Lyonnais-Nantes,7,7,2024-10-06 13:00:00+00:00,Olympique Lyonnais,Nantes,2.0,0.0,12451017
60,2024-10-06 RC Strasbourg-RC Lens,7,7,2024-10-06 15:00:00+00:00,RC Strasbourg,RC Lens,2.0,2.0,12451031
61,2024-10-06 Stade Brestois-Le Havre,7,7,2024-10-06 15:00:00+00:00,Stade Brestois,Le Havre,2.0,0.0,12451025
62,2024-10-06 Stade de Reims-Montpellier,7,7,2024-10-06 15:00:00+00:00,Stade de Reims,Montpellier,4.0,2.0,12451033
63,2024-10-18 AS Monaco-Lille,8,8,2024-10-18 18:45:00+00:00,AS Monaco,Lille,0.0,0.0,12451044
64,2024-10-19 Paris Saint-Germain-RC Strasbourg,8,8,2024-10-19 19:00:00+00:00,Paris Saint-Germain,RC Strasbourg,4.0,2.0,12451049
65,2024-10-19 Saint-Étienne-RC Lens,8,8,2024-10-19 17:00:00+00:00,Saint-Étienne,RC Lens,0.0,2.0,12451046
66,2024-10-19 Stade Brestois-Stade Rennais,8,8,2024-10-19 15:00:00+00:00,Stade Brestois,Stade Rennais,1.0,1.0,12451048
67,2024-10-20 Auxerre-Stade de Reims,8,8,2024-10-20 15:00:00+00:00,Auxerre,Stade de Reims,2.0,1.0,12451034
68,2024-10-20 Le Havre-Olympique Lyonnais,8,8,2024-10-20 13:00:00+00:00,Le Havre,Olympique Lyonnais,0.0,4.0,12451038
69,2024-10-20 Montpellier-Olympique de Marseille,8,8,2024-10-20 18:45:00+00:00,Montpellier,Olympique de Marseille,0.0,5.0,12451042
70,2024-10-20 Nantes-Nice,8,8,2024-10-20 15:00:00+00:00,Nantes,Nice,1.0,1.0,12451040
71,2024-10-20 Toulouse-Angers,8,8,2024-10-20 15:00:00+00:00,Toulouse,Angers,1.0,1.0,12451036
72,2024-10-25 Stade Rennais-Le Havre,9,9,2024-10-25 18:45:00+00:00,Stade Rennais,Le Havre,1.0,0.0,12451057
73,2024-10-26 Angers-Saint-Étienne,9,9,2024-10-26 15:00:00+00:00,Angers,Saint-Étienne,4.0,2.0,12451058
74,2024-10-26 RC Lens-Lille,9,9,2024-10-26 19:00:00+00:00,RC Lens,Lille,0.0,2.0,12451052
75,2024-10-26 Stade de Reims-Stade Brestois,9,9,2024-10-26 17:00:00+00:00,Stade de Reims,Stade Brestois,1.0,2.0,12451059
76,2024-10-27 Montpellier-Toulouse,9,9,2024-10-27 16:00:00+00:00,Montpellier,Toulouse,0.0,3.0,12451055
77,2024-10-27 Nice-AS Monaco,9,9,2024-10-27 16:00:00+00:00,Nice,AS Monaco,2.0,1.0,12451051
78,2024-10-27 Olympique Lyonnais-Auxerre,9,9,2024-10-27 14:00:00+00:00,Olympique Lyonnais,Auxerre,2.0,2.0,12451054
79,2024-10-27 Olympique de Marseille-Paris Saint-Germain,9,9,2024-10-27 19:45:00+00:00,Olympique de Marseille,Paris Saint-Germain,0.0,3.0,12451053
80,2024-10-27 RC Strasbourg-Nantes,9,9,2024-10-27 16:00:00+00:00,RC Strasbourg,Nantes,3.0,1.0,12451056
81,2024-11-01 AS Monaco-Angers,10,10,2024-11-01 18:00:00+00:00,AS Monaco,Angers,0.0,1.0,12451062
82,2024-11-01 Lille-Olympique Lyonnais,10,10,2024-11-01 20:00:00+00:00,Lille,Olympique Lyonnais,1.0,1.0,12451066
83,2024-11-02 Paris Saint-Germain-RC Lens,10,10,2024-11-02 16:00:00+00:00,Paris Saint-Germain,RC Lens,1.0,0.0,12451069
84,2024-11-02 Saint-Étienne-RC Strasbourg,10,10,2024-11-02 20:00:00+00:00,Saint-Étienne,RC Strasbourg,2.0,0.0,12451067
85,2024-11-02 Stade Brestois-Nice,10,10,2024-11-02 18:00:00+00:00,Stade Brestois,Nice,0.0,1.0,12451068
86,2024-11-03 Auxerre-Stade Rennais,10,10,2024-11-03 16:00:00+00:00,Auxerre,Stade Rennais,4.0,0.0,12451060
87,2024-11-03 Le Havre-Montpellier,10,10,2024-11-03 16:00:00+00:00,Le Havre,Montpellier,1.0,0.0,12451063
88,2024-11-03 Nantes-Olympique de Marseille,10,10,2024-11-03 19:45:00+00:00,Nantes,Olympique de Marseille,1.0,2.0,12451065
89,2024-11-03 Toulouse-Stade de Reims,10,10,2024-11-03 14:00:00+00:00,Toulouse,Stade de Reims,1.0,0.0,12451061
90,2024-11-08 Olympique de Marseille-Auxerre,11,11,2024-11-08 19:45:00+00:00,Olympique de Marseille,Auxerre,1.0,3.0,12451071
91,2024-11-09 Angers-Paris Saint-Germain,11,11,2024-11-09 20:00:00+00:00,Angers,Paris Saint-Germain,2.0,4.0,12451079
92,2024-11-09 RC Lens-Nantes,11,11,2024-11-09 18:00:00+00:00,RC Lens,Nantes,3.0,2.0,12451076
93,2024-11-09 RC Strasbourg-AS Monaco,11,11,2024-11-09 16:00:00+00:00,RC Strasbourg,AS Monaco,1.0,3.0,12451075
94,2024-11-10 Le Havre-Stade de Reims,11,11,2024-11-10 16:00:00+00:00,Le Havre,Stade de Reims,0.0,3.0,12451074
95,2024-11-10 Montpellier-Stade Brestois,11,11,2024-11-10 16:00:00+00:00,Montpellier,Stade Brestois,3.0,1.0,12451073
96,2024-11-10 Nice-Lille,11,11,2024-11-10 14:00:00+00:00,Nice,Lille,2.0,2.0,12451078
97,2024-11-10 Olympique Lyonnais-Saint-Étienne,11,11,2024-11-10 19:45:00+00:00,Olympique Lyonnais,Saint-Étienne,1.0,0.0,12451072
98,2024-11-10 Stade Rennais-Toulouse,11,11,2024-11-10 16:00:00+00:00,Stade Rennais,Toulouse,0.0,2.0,12451077
99,2024-11-22 AS Monaco-Stade Brestois,12,12,2024-11-22 18:00:00+00:00,AS Monaco,Stade Brestois,3.0,2.0,12450902
100,2024-11-22 Paris Saint-Germain-Toulouse,12,12,2024-11-22 20:00:00+00:00,Paris Saint-Germain,Toulouse,3.0,0.0,12451080
101,2024-11-23 RC Lens-Olympique de Marseille,12,12,2024-11-23 16:00:00+00:00,RC Lens,Olympique de Marseille,1.0,3.0,12450885
102,2024-11-23 Saint-Étienne-Montpellier,12,12,2024-11-23 18:00:00+00:00,Saint-Étienne,Montpellier,1.0,0.0,12450893
103,2024-11-23 Stade de Reims-Olympique Lyonnais,12,12,2024-11-23 20:00:00+00:00,Stade de Reims,Olympique Lyonnais,1.0,1.0,12450904
104,2024-11-24 Auxerre-Angers,12,12,2024-11-24 16:00:00+00:00,Auxerre,Angers,1.0,0.0,12450903
105,2024-11-24 Lille-Stade Rennais,12,12,2024-11-24 14:00:00+00:00,Lille,Stade Rennais,1.0,0.0,12450896
106,2024-11-24 Nantes-Le Havre,12,12,2024-11-24 16:00:00+00:00,Nantes,Le Havre,0.0,2.0,12450901
107,2024-11-24 Nice-RC Strasbourg,12,12,2024-11-24 19:45:00+00:00,Nice,RC Strasbourg,2.0,1.0,12450889
108,2024-11-29 Stade de Reims-RC Lens,13,13,2024-11-29 19:45:00+00:00,Stade de Reims,RC Lens,0.0,2.0,12450905
109,2024-11-30 Paris Saint-Germain-Nantes,13,13,2024-11-30 20:00:00+00:00,Paris Saint-Germain,Nantes,1.0,1.0,12450911
110,2024-11-30 Stade Brestois-RC Strasbourg,13,13,2024-11-30 18:00:00+00:00,Stade Brestois,RC Strasbourg,3.0,1.0,12450909
111,2024-11-30 Stade Rennais-Saint-Étienne,13,13,2024-11-30 16:00:00+00:00,Stade Rennais,Saint-Étienne,5.0,0.0,12450906
112,2024-12-01 Le Havre-Angers,13,13,2024-12-01 16:00:00+00:00,Le Havre,Angers,0.0,1.0,12450907
