,game,round,week,date,home_team,away_team,home_score,away_score,game_id
60,2024-10-19 TSG Hoffenheim-VfL Bochum 1848,7,7,2024-10-19 13:30:00+00:00,TSG Hoffenheim,VfL Bochum 1848,3.0,1.0,12499690
61,2024-10-20 Holstein Kiel-1. FC Union Berlin,7,7,2024-10-20 13:30:00+00:00,Holstein Kiel,1. FC Union Berlin,0.0,2.0,12499710
62,2024-10-20 VfL Wolfsburg-SV Werder Bremen,7,7,2024-10-20 15:30:00+00:00,VfL Wolfsburg,SV Werder Bremen,2.0,4.0,12499700
63,2024-10-25 1. FSV Mainz 05-Borussia M'gladbach,8,8,2024-10-25 18:30:00+00:00,1. FSV Mainz 05,Borussia M'gladbach,1.0,1.0,12499730
64,2024-10-26 FC Augsburg-Borussia Dortmund,8,8,2024-10-26 13:30:00+00:00,FC Augsburg,Borussia Dortmund,2.0,1.0,12499727
65,2024-10-26 FC St. Pauli-VfL Wolfsburg,8,8,2024-10-26 13:30:00+00:00,FC St. Pauli,VfL Wolfsburg,0.0,0.0,12499740
66,2024-10-26 RB Leipzig-SC Freiburg,8,8,2024-10-26 13:30:00+00:00,RB Leipzig,SC Freiburg,3.0,1.0,12499717
67,2024-10-26 SV Werder Bremen-Bayer 04 Leverkusen,8,8,2024-10-26 16:30:00+00:00,SV Werder Bremen,Bayer 04 Leverkusen,2.0,2.0,12499723
68,2024-10-26 VfB Stuttgart-Holstein Kiel,8,8,2024-10-26 13:30:00+00:00,VfB Stuttgart,Holstein Kiel,2.0,1.0,12499713
69,2024-10-27 1. FC Heidenheim-TSG Hoffenheim,8,8,2024-10-27 18:30:00+00:00,1. FC Heidenheim,TSG Hoffenheim,0.0,0.0,12499720
70,2024-10-27 1. FC Union Berlin-Eintracht Frankfurt,8,8,2024-10-27 16:30:00+00:00,1. FC Union Berlin,Eintracht Frankfurt,1.0,1.0,12499734
71,2024-10-27 VfL Bochum 1848-FC Bayern München,8,8,2024-10-27 14:30:00+00:00,VfL Bochum 1848,FC Bayern München,0.0,5.0,12499737
72,2024-11-01 Bayer 04 Leverkusen-VfB Stuttgart,9,9,2024-11-01 19:30:00+00:00,Bayer 04 Leverkusen,VfB Stuttgart,0.0,0.0,12499743
73,2024-11-02 Borussia Dortmund-RB Leipzig,9,9,2024-11-02 17:30:00+00:00,Borussia Dortmund,RB Leipzig,2.0,1.0,12499750
74,2024-11-02 Eintracht Frankfurt-VfL Bochum 1848,9,9,2024-11-02 14:30:00+00:00,Eintracht Frankfurt,VfL Bochum 1848,7.0,2.0,12499753
75,2024-11-02 FC Bayern München-1. FC Union Berlin,9,9,2024-11-02 14:30:00+00:00,FC Bayern München,1. FC Union Berlin,3.0,0.0,12499746
76,2024-11-02 Holstein Kiel-1. FC Heidenheim,9,9,2024-11-02 14:30:00+00:00,Holstein Kiel,1. FC Heidenheim,1.0,0.0,12499771
77,2024-11-02 TSG Hoffenheim-FC St. Pauli,9,9,2024-11-02 14:30:00+00:00,TSG Hoffenheim,FC St. Pauli,0.0,2.0,12499757
78,2024-11-02 VfL Wolfsburg-FC Augsburg,9,9,2024-11-02 14:30:00+00:00,VfL Wolfsburg,FC Augsburg,1.0,1.0,12499763
79,2024-11-03 Borussia M'gladbach-SV Werder Bremen,9,9,2024-11-03 16:30:00+00:00,Borussia M'gladbach,SV Werder Bremen,4.0,1.0,12499767
80,2024-11-03 SC Freiburg-1. FSV Mainz 05,9,9,2024-11-03 14:30:00+00:00,SC Freiburg,1. FSV Mainz 05,0.0,0.0,12499760
81,2024-11-08 1. FC Union Berlin-SC Freiburg,10,10,2024-11-08 19:30:00+00:00,1. FC Union Berlin,SC Freiburg,0.0,0.0,12499794
82,2024-11-09 1. FSV Mainz 05-Borussia Dortmund,10,10,2024-11-09 14:30:00+00:00,1. FSV Mainz 05,Borussia Dortmund,3.0,1.0,12499791
83,2024-11-09 FC St. Pauli-FC Bayern München,10,10,2024-11-09 14:30:00+00:00,FC St. Pauli,FC Bayern München,0.0,1.0,12499802
84,2024-11-09 RB Leipzig-Borussia M'gladbach,10,10,2024-11-09 17:30:00+00:00,RB Leipzig,Borussia M'gladbach,0.0,0.0,12499777
85,2024-11-09 SV Werder Bremen-Holstein Kiel,10,10,2024-11-09 14:30:00+00:00,SV Werder Bremen,Holstein Kiel,2.0,1.0,12499783
86,2024-11-09 VfL Bochum 1848-Bayer 04 Leverkusen,10,10,2024-11-09 14:30:00+00:00,VfL Bochum 1848,Bayer 04 Leverkusen,1.0,1.0,12499797
87,2024-11-10 1. FC Heidenheim-VfL Wolfsburg,10,10,2024-11-10 18:30:00+00:00,1. FC Heidenheim,VfL Wolfsburg,1.0,3.0,12499781
88,2024-11-10 FC Augsburg-TSG Hoffenheim,10,10,2024-11-10 14:30:00+00:00,FC Augsburg,TSG Hoffenheim,0.0,0.0,12499788
89,2024-11-10 VfB Stuttgart-Eintracht Frankfurt,10,10,2024-11-10 16:30:00+00:00,VfB Stuttgart,Eintracht Frankfurt,2.0,3.0,12499773
90,2024-11-22 FC Bayern München-FC Augsburg,11,11,2024-11-22 19:30:00+00:00,FC Bayern München,FC Augsburg,3.0,0.0,12499812
91,2024-11-23 Bayer 04 Leverkusen-1. FC Heidenheim,11,11,2024-11-23 14:30:00+00:00,Bayer 04 Leverkusen,1. FC Heidenheim,5.0,2.0,12499806
92,2024-11-23 Borussia Dortmund-SC Freiburg,11,11,2024-11-23 14:30:00+00:00,Borussia Dortmund,SC Freiburg,4.0,0.0,12499816
93,2024-11-23 Eintracht Frankfurt-SV Werder Bremen,11,11,2024-11-23 17:30:00+00:00,Eintracht Frankfurt,SV Werder Bremen,1.0,0.0,12499819
94,2024-11-23 TSG Hoffenheim-RB Leipzig,11,11,2024-11-23 14:30:00+00:00,TSG Hoffenheim,RB Leipzig,4.0,3.0,12499822
95,2024-11-23 VfB Stuttgart-VfL Bochum 1848,11,11,2024-11-23 14:30:00+00:00,VfB Stuttgart,VfL Bochum 1848,2.0,0.0,12499808
96,2024-11-23 VfL Wolfsburg-1. FC Union Berlin,11,11,2024-11-23 14:30:00+00:00,VfL Wolfsburg,1. FC Union Berlin,1.0,0.0,12499826
97,2024-11-24 Borussia M'gladbach-FC St. Pauli,11,11,2024-11-24 16:30:00+00:00,Borussia M'gladbach,FC St. Pauli,2.0,0.0,12499829
98,2024-11-24 Holstein Kiel-1. FSV Mainz 05,11,11,2024-11-24 14:30:00+00:00,Holstein Kiel,1. FSV Mainz 05,0.0,3.0,12499833
99,2024-11-29 FC St. Pauli-Holstein Kiel,12,12,2024-11-29 19:30:00+00:00,FC St. Pauli,Holstein Kiel,3.0,1.0,12499468
100,2024-11-30 1. FC Union Berlin-Bayer 04 Leverkusen,12,12,2024-11-30 14:30:00+00:00,1. FC Union Berlin,Bayer 04 Leverkusen,1.0,2.0,12499457
101,2024-11-30 Borussia Dortmund-FC Bayern München,12,12,2024-11-30 17:30:00+00:00,Borussia Dortmund,FC Bayern München,1.0,1.0,12499387
102,2024-11-30 FC Augsburg-VfL Bochum 1848,12,12,2024-11-30 14:30:00+00:00,FC Augsburg,VfL Bochum 1848,1.0,0.0,12499436
103,2024-11-30 RB Leipzig-VfL Wolfsburg,12,12,2024-11-30 14:30:00+00:00,RB Leipzig,VfL Wolfsburg,1.0,5.0,12499836
104,2024-11-30 SC Freiburg-Borussia M'gladbach,12,12,2024-11-30 14:30:00+00:00,SC Freiburg,Borussia M'gladbach,3.0,1.0,12499424
105,2024-11-30 SV Werder Bremen-VfB Stuttgart,12,12,2024-11-30 14:30:00+00:00,SV Werder Bremen,VfB Stuttgart,2.0,2.0,12499411
106,2024-12-01 1. FC Heidenheim-Eintracht Frankfurt,12,12,2024-12-01 16:30:00+00:00,1. FC Heidenheim,Eintracht Frankfurt,0.0,4.0,12499399
107,2024-12-01 1. FSV Mainz 05-TSG Hoffenheim,12,12,2024-12-01 14:30:00+00:00,1. FSV Mainz 05,TSG Hoffenheim,2.0,0.0,12499448
108,2024-12-06 VfB Stuttgart-1. FC Union Berlin,13,13,2024-12-06 19:30:00+00:00,VfB Stuttgart,1. FC Union Berlin,3.0,2.0,12499484
109,2024-12-07 Bayer 04 Leverkusen-FC St. Pauli,13,13,2024-12-07 14:30:00+00:00,Bayer 04 Leverkusen,FC St. Pauli,2.0,1.0,12499477
110,2024-12-07 Borussia M'gladbach-Borussia Dortmund,13,13,2024-12-07 17:30:00+00:00,Borussia M'gladbach,Borussia Dortmund,1.0,1.0,12499529
111,2024-12-07 Eintracht Frankfurt-FC Augsburg,13,13,2024-12-07 14:30:00+00:00,Eintracht Frankfurt,FC Augsburg,2.0,2.0,12499502
112,2024-12-07 FC Bayern München-1. FC Heidenheim,13,13,2024-12-07 14:30:00+00:00,FC Bayern München,1. FC Heidenheim,4.0,2.0,12499495
113,2024-12-07 Holstein Kiel-RB Leipzig,13,13,2024-12-07 14:30:00+00:00,Holstein Kiel,RB Leipzig,0.0,2.0,12499545
114,2024-12-07 VfL Bochum 1848-SV Werder Bremen,13,13,2024-12-07 14:30:00+00:00,VfL Bochum 1848,SV Werder Bremen,0.0,1.0,12499537
115,2024-12-08 TSG Hoffenheim-SC Freiburg,13,13,2024-12-08 16:30:00+00:00,TSG Hoffenheim,SC Freiburg,1.0,1.0,12499511
116,2024-12-08 VfL Wolfsburg-1. FSV Mainz 05,13,13,2024-12-08 14:30:00+00:00,VfL Wolfsburg,1. FSV Mainz 05,4.0,3.0,12499521
117,2024-12-13 SC Freiburg-VfL Wolfsburg,14,14,2024-12-13 19:30:00+00:00,SC Freiburg,VfL Wolfsburg,3.0,2.0,12499573
118,2024-12-14 1. FC Union Berlin-VfL Bochum 1848,14,14,2024-12-14 14:30:00+00:00,1. FC Union Berlin,VfL Bochum 1848,1.0,1.0,12499586
119,2024-12-14 1. FSV Mainz 05-FC Bayern München,14,14,2024-12-14 14:30:00+00:00,1. FSV Mainz 05,FC Bayern München,2.0,1.0,12499580
120,2024-12-14 Borussia M'gladbach-Holstein Kiel,14,14,2024-12-14 14:30:00+00:00,Borussia M'gladbach,Holstein Kiel,4.0,1.0,12499583
121,2024-12-14 FC Augsburg-Bayer 04 Leverkusen,14,14,2024-12-14 14:30:00+00:00,FC Augsburg,Bayer 04 Leverkusen,0.0,2.0,12499576
122,2024-12-14 FC St. Pauli-SV Werder Bremen,14,14,2024-12-14 17:30:00+00:00,FC St. Pauli,SV Werder Bremen,0.0,2.0,12499590
123,2024-12-15 1. FC Heidenheim-VfB Stuttgart,14,14,2024-12-15 14:30:00+00:00,1. FC Heidenheim,VfB Stuttgart,1.0,3.0,12499570
124,2024-12-15 Borussia Dortmund-TSG Hoffenheim,14,14,2024-12-15 16:30:00+00:00,Borussia Dortmund,TSG Hoffenheim,1.0,1.0,12499551
125,2024-12-15 RB Leipzig-Eintracht Frankfurt,14,14,2024-12-15 18:30:00+00:00,RB Leipzig,Eintracht Frankfurt,2.0,1.0,12499548
126,2024-12-20 FC Bayern München-RB Leipzig,15,15,2024-12-20 19:30:00+00:00,FC Bayern München,RB Leipzig,5.0,1.0,12499599
127,2024-12-21 Bayer 04 Leverkusen-SC Freiburg,15,15,2024-12-21 17:30:00+00:00,Bayer 04 Leverkusen,SC Freiburg,5.0,1.0,12499593
128,2024-12-21 Eintracht Frankfurt-1. FSV Mainz 05,15,15,2024-12-21 14:30:00+00:00,Eintracht Frankfurt,1. FSV Mainz 05,1.0,3.0,12499603
129,2024-12-21 Holstein Kiel-FC Augsburg,15,15,2024-12-21 14:30:00+00:00,Holstein Kiel,FC Augsburg,5.0,1.0,12499619
130,2024-12-21 SV Werder Bremen-1. FC Union Berlin,15,15,2024-12-21 14:30:00+00:00,SV Werder Bremen,1. FC Union Berlin,4.0,1.0,12499609
131,2024-12-21 TSG Hoffenheim-Borussia M'gladbach,15,15,2024-12-21 14:30:00+00:00,TSG Hoffenheim,Borussia M'gladbach,1.0,2.0,12499606
132,2024-12-21 VfB Stuttgart-FC St. Pauli,15,15,2024-12-21 14:30:00+00:00,VfB Stuttgart,FC St. Pauli,0.0,1.0,12499596
133,2024-12-22 VfL Bochum 1848-1. FC Heidenheim,15,15,2024-12-22 14:30:00+00:00,VfL Bochum 1848,1. FC Heidenheim,2.0,0.0,12499616
134,2024-12-22 VfL Wolfsburg-Borussia Dortmund,15,15,2024-12-22 16:30:00+00:00,VfL Wolfsburg,Borussia Dortmund,1.0,3.0,12499613
135,2025-01-10 Borussia Dortmund-Bayer 04 Leverkusen,16,16,2025-01-10 19:45:00+00:00,Borussia Dortmund,Bayer 04 Leverkusen,2.0,3.0,12499626
136,2025-01-11 1. FC Heidenheim-1. FC Union Berlin,16,16,2025-01-11 14:30:00+00:00,1. FC Heidenheim,1. FC Union Berlin,2.0,0.0,12499632
137,2025-01-11 1. FSV Mainz 05-VfL Bochum 1848,16,16,2025-01-11 14:30:00+00:00,1. FSV Mainz 05,VfL Bochum 1848,2.0,0.0,12499643
138,2025-01-11 Borussia M'gladbach-FC Bayern München,16,16,2025-01-11 17:30:00+00:00,Borussia M'gladbach,FC Bayern München,0.0,1.0,12499647
139,2025-01-11 FC St. Pauli-Eintracht Frankfurt,16,16,2025-01-11 14:30:00+00:00,FC St. Pauli,Eintracht Frankfurt,0.0,1.0,12499650
140,2025-01-11 SC Freiburg-Holstein Kiel,16,16,2025-01-11 14:30:00+00:00,SC Freiburg,Holstein Kiel,3.0,2.0,12499637
141,2025-01-11 TSG Hoffenheim-VfL Wolfsburg,16,16,2025-01-11 14:30:00+00:00,TSG Hoffenheim,VfL Wolfsburg,0.0,1.0,12499629
142,2025-01-12 FC Augsburg-VfB Stuttgart,16,16,2025-01-12 16:30:00+00:00,FC Augsburg,VfB Stuttgart,0.0,1.0,12499640
143,2025-01-12 RB Leipzig-SV Werder Bremen,16,16,2025-01-12 14:30:00+00:00,RB Leipzig,SV Werder Bremen,4.0,2.0,12499622
144,2025-01-14 Bayer 04 Leverkusen-1. FSV Mainz 05,17,17,2025-01-14 19:30:00+00:00,Bayer 04 Leverkusen,1. FSV Mainz 05,1.0,0.0,12499653
145,2025-01-14 Eintracht Frankfurt-SC Freiburg,17,17,2025-01-14 19:30:00+00:00,Eintracht Frankfurt,SC Freiburg,4.0,1.0,12499665
146,2025-01-14 Holstein Kiel-Borussia Dortmund,17,17,2025-01-14 17:30:00+00:00,Holstein Kiel,Borussia Dortmund,4.0,2.0,12499682
147,2025-01-14 VfL Wolfsburg-Borussia M'gladbach,17,17,2025-01-14 19:30:00+00:00,VfL Wolfsburg,Borussia M'gladbach,5.0,1.0,12499672
148,2025-01-15 1. FC Union Berlin-FC Augsburg,17,17,2025-01-15 19:30:00+00:00,1. FC Union Berlin,FC Augsburg,0.0,2.0,12499675
149,2025-01-15 FC Bayern München-TSG Hoffenheim,17,17,2025-01-15 19:30:00+00:00,FC Bayern München,TSG Hoffenheim,5.0,0.0,12499661
150,2025-01-15 SV Werder Bremen-1. FC Heidenheim,17,17,2025-01-15 19:30:00+00:00,SV Werder Bremen,1. FC Heidenheim,3.0,3.0,12499667
151,2025-01-15 VfB Stuttgart-RB Leipzig,17,17,2025-01-15 19:30:00+00:00,VfB Stuttgart,RB Leipzig,2.0,1.0,12499657
152,2025-01-15 VfL Bochum 1848-FC St. Pauli,17,17,2025-01-15 17:30:00+00:00,VfL Bochum 1848,FC St. Pauli,1.0,0.0,12499678
153,2025-01-17 Eintracht Frankfurt-Borussia Dortmund,18,18,2025-01-17 19:30:00+00:00,Eintracht Frankfurt,Borussia Dortmund,2.0,0.0,12499695
154,2025-01-18 1. FC Heidenheim-FC St. Pauli,18,18,2025-01-18 14:30:00+00:00,1. FC Heidenheim,FC St. Pauli,0.0,2.0,12499702
155,2025-01-18 Bayer 04 Leverkusen-Borussia M'gladbach,18,18,2025-01-18 17:30:00+00:00,Bayer 04 Leverkusen,Borussia M'gladbach,3.0,1.0,12499685
156,2025-01-18 FC Bayern München-VfL Wolfsburg,18,18,2025-01-18 14:30:00+00:00,FC Bayern München,VfL Wolfsburg,3.0,2.0,12499691
157,2025-01-18 Holstein Kiel-TSG Hoffenheim,18,18,2025-01-18 14:30:00+00:00,Holstein Kiel,TSG Hoffenheim,1.0,3.0,12499715
158,2025-01-18 VfB Stuttgart-SC Freiburg,18,18,2025-01-18 14:30:00+00:00,VfB Stuttgart,SC Freiburg,4.0,0.0,12499689
159,2025-01-18 VfL Bochum 1848-RB Leipzig,18,18,2025-01-18 14:30:00+00:00,VfL Bochum 1848,RB Leipzig,3.0,3.0,12499712
160,2025-01-19 1. FC Union Berlin-1. FSV Mainz 05,18,18,2025-01-19 14:30:00+00:00,1. FC Union Berlin,1. FSV Mainz 05,2.0,1.0,12499708
161,2025-01-19 SV Werder Bremen-FC Augsburg,18,18,2025-01-19 16:30:00+00:00,SV Werder Bremen,FC Augsburg,0.0,2.0,12499704
162,2025-01-24 VfL Wolfsburg-Holstein Kiel,19,19,2025-01-24 19:30:00+00:00,VfL Wolfsburg,Holstein Kiel,2.0,2.0,12499735
163,2025-01-25 1. FSV Mainz 05-VfB Stuttgart,19,19,2025-01-25 14:30:00+00:00,1. FSV Mainz 05,VfB Stuttgart,2.0,0.0,12499739
164,2025-01-25 Borussia Dortmund-SV Werder Bremen,19,19,2025-01-25 14:30:00+00:00,Borussia Dortmund,SV Werder Bremen,2.0,2.0,12499722
165,2025-01-25 Borussia M'gladbach-VfL Bochum 1848,19,19,2025-01-25 17:30:00+00:00,Borussia M'gladbach,VfL Bochum 1848,3.0,0.0,12499741
166,2025-01-25 FC Augsburg-1. FC Heidenheim,19,19,2025-01-25 14:30:00+00:00,FC Augsburg,1. FC Heidenheim,2.0,1.0,12499732
167,2025-01-25 RB Leipzig-Bayer 04 Leverkusen,19,19,2025-01-25 14:30:00+00:00,RB Leipzig,Bayer 04 Leverkusen,2.0,2.0,12499718
168,2025-01-25 SC Freiburg-FC Bayern München,19,19,2025-01-25 14:30:00+00:00,SC Freiburg,FC Bayern München,1.0,2.0,12499729
169,2025-01-26 FC St. Pauli-1. FC Union Berlin,19,19,2025-01-26 16:30:00+00:00,FC St. Pauli,1. FC Union Berlin,3.0,0.0,12499745
170,2025-01-26 TSG Hoffenheim-Eintracht Frankfurt,19,19,2025-01-26 14:30:00+00:00,TSG Hoffenheim,Eintracht Frankfurt,2.0,2.0,12499725
171,2025-01-31 SV Werder Bremen-1. FSV Mainz 05,20,20,2025-01-31 19:30:00+00:00,SV Werder Bremen,1. FSV Mainz 05,1.0,0.0,12499766
172,2025-02-01 1. FC Heidenheim-Borussia Dortmund,20,20,2025-02-01 14:30:00+00:00,1. FC Heidenheim,Borussia Dortmund,1.0,2.0,12499762
173,2025-02-01 1. FC Union Berlin-RB Leipzig,20,20,2025-02-01 17:30:00+00:00,1. FC Union Berlin,RB Leipzig,0.0,0.0,12499769
174,2025-02-01 FC Bayern München-Holstein Kiel,20,20,2025-02-01 14:30:00+00:00,FC Bayern München,Holstein Kiel,4.0,3.0,12499755
175,2025-02-01 FC St. Pauli-FC Augsburg,20,20,2025-02-01 14:30:00+00:00,FC St. Pauli,FC Augsburg,1.0,1.0,12499776
176,2025-02-01 VfB Stuttgart-Borussia M'gladbach,20,20,2025-02-01 14:30:00+00:00,VfB Stuttgart,Borussia M'gladbach,1.0,2.0,12499752
177,2025-02-01 VfL Bochum 1848-SC Freiburg,20,20,2025-02-01 14:30:00+00:00,VfL Bochum 1848,SC Freiburg,0.0,1.0,12499772
178,2025-02-02 Bayer 04 Leverkusen-TSG Hoffenheim,20,20,2025-02-02 16:30:00+00:00,Bayer 04 Leverkusen,TSG Hoffenheim,3.0,1.0,12499749
179,2025-02-02 Eintracht Frankfurt-VfL Wolfsburg,20,20,2025-02-02 14:30:00+00:00,Eintracht Frankfurt,VfL Wolfsburg,1.0,1.0,12499759
180,2025-02-07 FC Bayern München-SV Werder Bremen,21,21,2025-02-07 19:30:00+00:00,FC Bayern München,SV Werder Bremen,3.0,0.0,12499779
181,2025-02-08 1. FSV Mainz 05-FC Augsburg,21,21,2025-02-08 14:30:00+00:00,1. FSV Mainz 05,FC Augsburg,0.0,0.0,12499801
182,2025-02-08 Borussia Dortmund-VfB Stuttgart,21,21,2025-02-08 14:30:00+00:00,Borussia Dortmund,VfB Stuttgart,1.0,2.0,12499786
183,2025-02-08 Borussia M'gladbach-Eintracht Frankfurt,21,21,2025-02-08 17:30:00+00:00,Borussia M'gladbach,Eintracht Frankfurt,1.0,1.0,12499805
184,2025-02-08 SC Freiburg-1. FC Heidenheim,21,21,2025-02-08 14:30:00+00:00,SC Freiburg,1. FC Heidenheim,1.0,0.0,12499793
185,2025-02-08 TSG Hoffenheim-1. FC Union Berlin,21,21,2025-02-08 14:30:00+00:00,TSG Hoffenheim,1. FC Union Berlin,0.0,4.0,12499790
186,2025-02-08 VfL Wolfsburg-Bayer 04 Leverkusen,21,21,2025-02-08 14:30:00+00:00,VfL Wolfsburg,Bayer 04 Leverkusen,0.0,0.0,12499796
187,2025-02-09 Holstein Kiel-VfL Bochum 1848,21,21,2025-02-09 14:30:00+00:00,Holstein Kiel,VfL Bochum 1848,2.0,2.0,12499807
188,2025-02-09 RB Leipzig-FC St. Pauli,21,21,2025-02-09 16:30:00+00:00,RB Leipzig,FC St. Pauli,2.0,0.0,12499782
189,2025-02-14 FC Augsburg-RB Leipzig,22,22,2025-02-14 19:30:00+00:00,FC Augsburg,RB Leipzig,,,12499828
190,2025-02-15 1. FC Union Berlin-Borussia M'gladbach,22,22,2025-02-15 14:30:00+00:00,1. FC Union Berlin,Borussia M'gladbach,,,12499832
191,2025-02-15 Bayer 04 Leverkusen-FC Bayern München,22,22,2025-02-15 17:30:00+00:00,Bayer 04 Leverkusen,FC Bayern München,,,12499811
